,full_name,link,description,stars,forks,watchers,keywords,source
10,InvoicePlane,https://github.com/InvoicePlane/InvoicePlane.git,"A self-hosted open source application for managing your invoices, clients and payments.",1865,668,1865,payments+php+invoices+invoicing+open-source+crm+billing+invoiceplane+codeigniter,GitHub
11,Payum,https://github.com/Payum/Payum.git,"PHP 7+ Payment processing library. It offers everything you need to work with payments: Credit card & offsite purchasing, subscriptions, payouts etc.  - provided by Forma-Pro",1636,328,1636,payments+payment+paypal+stripe+be2bill+authorizenet+payex+php+sofort,GitHub
12,PaymentFont,https://github.com/AlexanderPoellmann/PaymentFont.git,A sleek webfont featuring your favourite payment methods,1586,132,1586,payments+icons+icon-pack+webfont+money+cash+credit-cards+payment+paymentfont,GitHub
13,aws-serverless-airline-booking,https://github.com/aws-samples/aws-serverless-airline-booking.git,"Airline Booking is a sample web application that provides Flight Search, Flight Payment, Flight Booking and Loyalty points including end-to-end testing, GraphQL and CI/CD. This web application was the theme of Build on Serverless Season 2 on AWS Twitch running from April 24th until end of August in 2019.",1441,740,1441,payments+graphql+airline-booking+serverless+sam+lambda-functions+lambda+aws+aws-lambda+python+typescript+aws-lambda-python+aws-lambda-node+tracing,GitHub
14,react-native-payments,https://github.com/naoufal/react-native-payments.git,Accept Payments with Apple Pay and Android Pay using the Payment Request API.,1420,337,1420,payments+react-native+apple-pay+payments+payment-request,GitHub
15,stripe-payments-demo,https://github.com/stripe/stripe-payments-demo.git,"Sample store accepting universal payments on the web with Stripe Elements, Payment Request, Apple Pay, Google Pay, Microsoft Pay, and the PaymentIntents API. 💳🌍✨",1358,513,1358,payments+stripe+stripe-payments+stripe-elements+payments+payment-request-api+apple-pay+payment-methods+nodejs+javascript+bancontact+ideal+sofort+alipay+wechatpay+sepa+3d-secure+google-pay+strong-customer-authentication+3ds2,GitHub
16,ripple-client,https://github.com/ripple/ripple-client.git,A UI for the Ripple payment network built using web technologies,1340,535,1340,payments,GitHub
17,OBP-API,https://github.com/OpenBankProject/OBP-API.git,"An open source RESTful API platform for banks that supports Open Banking, XS2A and PSD2 through access to accounts, transactions, counterparties, payments, entitlements and metadata - plus a host of internal banking and management APIs.",1336,362,1336,payments+xs2a+xs2a-interface+xs2a-connector+psd2+psd2-xs2a-interface+openbanking+openbanking-api,GitHub
18,react-native-credit-card-input,https://github.com/sbycrosz/react-native-credit-card-input.git,"Easy, cross-platform credit-card input for your React Native Project! Start accepting payment 💰 in your app today!",1281,635,1281,payments+react-native+component+payment+credit-card+ios+android,GitHub
19,payment-webfont,https://github.com/orlandotm/payment-webfont.git,An SVG webfont full of main payment system icons,1252,141,1252,payments,GitHub
20,sample-vue-shop,https://github.com/sdras/sample-vue-shop.git,"See readme for newer repo details! A sample shop that shows how to manage payments with Vue, Stripe, and Serverless Functions",1178,249,1178,payments+vue+vue-stripe+stripe+stripe-checkout+stripe-payments+vuejs+nuxt+vue-stripe-payments+stripe-elements,GitHub
21,merchant,https://github.com/agiliq/merchant.git,A Django app to accept payments from various payment processors via Pluggable backends.,969,175,969,payments,GitHub
22,mobilecoin,https://github.com/mobilecoinfoundation/mobilecoin.git,Private payments for mobile devices.,946,89,946,payments,GitHub
23,pay,https://github.com/pay-rails/pay.git,Payments for Ruby on Rails apps,905,136,905,payments+subscription+stripe+pay+engine+rails+payment-provider+braintree+sca+paddle,GitHub
24,react-native-in-app-utils,https://github.com/chirag04/react-native-in-app-utils.git,A react-native wrapper for handling in-app payments,899,193,899,payments,GitHub
25,payola,https://github.com/payolapayments/payola.git,Drop-in Rails engine for accepting payments with Stripe,829,150,829,payments,GitHub
26,commercejs-nextjs-demo-store,https://github.com/chec/commercejs-nextjs-demo-store.git,"Commerce demo store built for the Jamstack. Built with Commerce.js, Next.js, and can be one-click deployed to Netlify. Includes product catalog, customer login, categories, variants, cart, checkout, payments (Stripe) order confirmation, and printable receipts.",821,124,821,payments+headless+nextjs+netlify+commercejs+chec+ecommerce+open-source+one-click-deploy+serverless+jamstack+hacktoberfest+commerce,GitHub
27,Caishen,https://github.com/prolificinteractive/Caishen.git,A Payment Card UI & Validator for iOS,752,105,752,payments,GitHub
28,laravel-paypal,https://github.com/srmklive/laravel-paypal.git,Laravel plugin for processing payments through PayPal. Can be used separately.,704,233,704,payments+paypal+ipn+process-payments+laravel-paypal+laravel-plugin+php,GitHub
29,payment-icons,https://github.com/muffinresearch/payment-icons.git,💳 Payment / Ecommerce related svg icon packs,684,132,684,payments+icons+payments+svg+creditcard,GitHub
30,jigsaw-payment,https://github.com/jigsaw-projects/jigsaw-payment.git,jigsaw payment 支付系统,654,349,654,payments,GitHub
31,pinax-stripe,https://github.com/pinax/pinax-stripe.git,a payments Django app for Stripe,653,289,653,payments+stripe+django+payments+stripe-api+django-apps+python+pinax+subscriptions+saas,GitHub
32,django-paypal,https://github.com/spookylukey/django-paypal.git,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro,620,196,620,payments+python+django+paypal+paypal-ipn+paypal-express-checkout,GitHub
33,django-payments,https://github.com/jazzband/django-payments.git,Universal payment handling for Django.,619,214,619,payments+django+payments+python+stripe+paypal+google-wallet+sofort+sagepay+braintree,GitHub
34,open-source-billing,https://github.com/vteams/open-source-billing.git,Open Source Billing a super simple way to create and send invoices and receive payments online. ,604,356,604,payments,GitHub
