,full_name,link,description,stars,forks,watchers,keywords,source
381,Airports,https://github.com/DAlvaGit/Airports.git,A project that maintains airline flights at an Airport. (Work in progress),0,0,0,airline+flight,GitHub
382,airline,https://github.com/tom-odon/airline.git,Simple Java and SQL-based mock service of airlines and flight data. ,0,0,0,airline+flight,GitHub
383,flight-and-airlines,https://github.com/kyiwin/flight-and-airlines.git,"Data visualization of flight issues and popular airlines. Python, tableau, html are used for this project",0,0,0,airline+flight,GitHub
384,MeanGreenAirways,https://github.com/Gink3/MeanGreenAirways.git,"Creates a Airline Scheduler for flights, planes, and crews for a fictional MeanGreenAirways.",0,1,0,airline+flight,GitHub
385,airline,https://github.com/Amit-Dey/airline.git,This is an simple airline flights and users controlling backend django project. ,0,0,0,airline+flight,GitHub
386,FlightDataMining,https://github.com/JimmyCai888/FlightDataMining.git,This is the c# program that grab china flight information from airline site.,0,1,0,airline+flight,GitHub
387,web3,https://github.com/ferazkian/web3.git,"The project for an airline website to provide booking and managing flights, loyalty programs etc. ",0,0,0,airline+flight,GitHub
388,Flight-Delay-Prediction-Data-Challenge,https://github.com/vinodhmohan91/Flight-Delay-Prediction-Data-Challenge.git,Data Challenge to predict flight cancellation based on several factors for top 3 domestic US airlines,0,0,0,airline+flight,GitHub
389,Airline-reservation-system,https://github.com/pratikjaiswal42/Airline-reservation-system.git,This airline system allows user to quick search for flights with 4 step reservation process,0,0,0,airline+flight,GitHub
390,mongodb-airline-app,https://github.com/jdrumgoole/mongodb-airline-app.git,A small app that demo's MongoDB in the context of booking airline flights,0,0,0,airline+flight,GitHub
391,Airlines-Data-Analysis-with-Tableau,https://github.com/KNMDeep/Airlines-Data-Analysis-with-Tableau.git,This Tableau file contains information on all U.S. airline flights from 2010 and 2011.  ,0,1,0,airline+flight,GitHub
392,Cheap-Airhub,https://github.com/dhirusarania/Cheap-Airhub.git,"Cheap Air Hub | Ultimate Cheap Flight, Airline Tickets & Airfare by Cheapairhub.com",0,0,0,airline+flight,GitHub
393,spring-infygo,https://github.com/sanjoliwatts/spring-infygo.git,InfyGo is an airline booking application that provides services to its customers to search flight details.,0,0,0,airline+flight,GitHub
394,laravel_airline-flight-reservation-system,https://github.com/jaya049/laravel_airline-flight-reservation-system.git,airline flight search and booking system with senior citizen seat reservation,0,0,0,airline+flight,GitHub
395,MLWebAppFlightFarePrediction,https://github.com/Tekraj15/MLWebAppFlightFarePrediction.git,Web App for Flight Fare Prediction of various Indian Airlines using Machine Learning,0,0,0,airline+flight,GitHub
396,flight-finder,https://github.com/surabhi-joshi4/flight-finder.git,Developing this project to search flight availability for the lowest fare on airlines.,0,0,0,airline+flight+selenium-java+maven+testng-framework+test-automation,GitHub
397,airTicketBooking,https://github.com/rujenshrestha/airTicketBooking.git,"A demo web application for searching,filtering and booking airline flight tickets.",0,0,0,airline+flight,GitHub
398,flight-prices,https://github.com/fahyik/flight-prices.git,collection of simple scripts scheduled to pull flight prices from airline websites for quick weekend getaways,0,0,0,airline+flight,GitHub
399,WhereNext,https://github.com/ShaileshVajpayee/WhereNext.git,"Shows flight price range, airlines and travel places in destination city",0,0,0,airline+flight,GitHub
400,FlightSchedule,https://github.com/hilpitome/FlightSchedule.git,An application that can show you flights from various airlines based on departure and arrival information,0,0,0,airline+flight,GitHub
401,phalaborwa-tourist-centre-,https://github.com/Clive12345/phalaborwa-tourist-centre-.git,"Flight ,Hotel ,Car hire ,Transfers ,Bus hire,Holiday Packages ,Sightseeing ,Airlines ,Cultural tours ,Tour packages.",0,0,0,airline+flight,GitHub
402,RAF-Airlines-Mobile-application,https://github.com/Qwerasdzxc/RAF-Airlines-Mobile-application.git,Mobile application built with Flutter for passenger of RAF Airlines to view and book their flights,0,0,0,airline+flight+flutter+bloc+dart+flight+airplane+getit+design-patterns,GitHub
403,Flight-Ticket--Price-Prediction,https://github.com/ankitkes99/Flight-Ticket--Price-Prediction.git,used ML algorithm to predict the flight price of various airlines,0,1,0,airline+flight,GitHub
404,JavaAir,https://github.com/AK-UGlas/JavaAir.git,"A Java-based airline flight management system,  using multiple classes, enums and packages",0,0,0,airline+flight,GitHub
405,Airline-Management-System,https://github.com/PriyankaDeo/Airline-Management-System.git,"A full stack Airline Management System for searching flights, booking tickets etc ",0,0,0,airline+flight,GitHub
406,flyfive,https://github.com/vijayakedar/flyfive.git,"Web service based an online airline management system for managing flights, customers, employees",0,0,0,airline+flight,GitHub
407,Predicting-Late-Flights,https://github.com/etallen127/Predicting-Late-Flights.git,Using Seven Million Entries from Different Airlines to Predicted Last Flights,0,0,0,airline+flight,GitHub
408,flights-canada-corona,https://github.com/pdespouy/flights-canada-corona.git,A data visualization: Flights per day from Canadian airlines on March 2020,0,0,0,airline+flight,GitHub
409,BUSCATOR,https://github.com/Nor-Norit-Nor/BUSCATOR.git,A metasearch engine to find a flight between two airlines at the best price.,0,0,0,airline+flight,GitHub
410,US-Domestic-Airline-Flights-Performance,https://github.com/icheft/US-Domestic-Airline-Flights-Performance.git,Beautified US Domestic Airline Flights Performance Dashboard for IBM's Data Visualization with Python Final Assignment.,0,0,0,airline+flight,GitHub
411,airline-api,https://github.com/mrvicari/airline-api.git,A RESTful API developed with django for the managment of flights within an airline,0,0,0,airline+flight,GitHub
412,flight-surety,https://github.com/brenj/flight-surety.git,An Ethereum dapp that offers flight delay insurance to airline passengers.,0,0,0,airline+flight+javascript+ethereum+blockchain+truffle+ganache+udacity+node+web3+solidity+smart-contracts,GitHub
413,webappproject,https://github.com/apoloes/webappproject.git,A web application that allows an airline to administrate flights and create airports,0,0,0,airline+flight,GitHub
414,FlightSystem,https://github.com/itirkarp/FlightSystem.git,An airline route and flight maintenance and ticket booking system for the unit Database Implementation,0,0,0,airline+flight,GitHub
415,Airline-Reservation-System,https://github.com/shwetank007/Airline-Reservation-System.git,Airline Reservation System which check availability of flight and do the reservation accordingly.,0,0,0,airline+flight,GitHub
416,Flights-Delay-Information-Dashboard,https://github.com/rucliuwenhui/Flights-Delay-Information-Dashboard.git,R shiny dashboard displaying delay flights information across airlines through the whole year of 2015.,0,1,0,airline+flight,GitHub
417,DVProject,https://github.com/VickMoody/DVProject.git,Data Visualization project for effective and dynamic airlines/flights/airports visualization,0,0,0,airline+flight,GitHub
418,dotnet-FlightService,https://github.com/OisinFoley/dotnet-FlightService.git,.NET Core based web API to manage flights for a fictitious airline,0,0,0,airline+flight,GitHub
419,Bila,https://github.com/Phalaborwa-tourist-centre-tour-operator/Bila.git,"Flight ,Hotel ,airlines ,car hire ,transfer ,online shopping ,Holiday packages Tour packages ,Bus hire ,Tours ,",0,0,0,airline+flight,GitHub
420,Fareplane,https://github.com/NatsuD99/Fareplane.git,A Web Application which will estimate flight prices for various airlines available in India.,0,0,0,airline+flight,GitHub
421,airline-app-angular,https://github.com/Sachidanand-B/airline-app-angular.git,"Angular project for airline check in, in flight and admin features.",0,0,0,airline+flight,GitHub
422,Flight-Fare-Prediction,https://github.com/Dakshwahi/Flight-Fare-Prediction.git,Predicting the Flight Fare for various airlines on the basis of given features,0,0,0,airline+flight,GitHub
423,FlyPal,https://github.com/SsureyMoon/FlyPal.git,A web platform to book airline tickets and match flight mates,0,0,0,airline+flight,GitHub
424,blog-post,https://github.com/elmunoz42/blog-post.git,"PHP Week4, Mon App will map airlines with city with departure times and flight status.",0,0,0,airline+flight,GitHub
425,Airline-web-app,https://github.com/ZAINalii/Airline-web-app.git,"An airline web app developed to control flights having different admin, manager and client roles.",0,0,0,airline+flight,GitHub
426,airfare-scraping-dataset,https://github.com/lin-david/airfare-scraping-dataset.git,Developing and cleaning a Kaggle-ready dataset for advanced analysis on airline flight information.,0,0,0,airline+flight,GitHub
427,Flight-Delay-Analysis,https://github.com/brianmai/Flight-Delay-Analysis.git,Data visualization of flight delay between airlines using Matplotlib and seaborn,0,0,0,airline+flight,GitHub
428,US_Airline_Flights,https://github.com/YMatoka/US_Airline_Flights.git,Data visualisation project which shows the US Domestic Airline Flights Performance ,0,0,0,airline+flight,GitHub
429,codeclan_homework_week11_weekend_JavaAir,https://github.com/M5FGN/codeclan_homework_week11_weekend_JavaAir.git,CodeClan homework exercise to create a system for an airline to manage their flights.,0,0,0,airline+flight,GitHub
430,Copa-Airlines-research-project,https://github.com/engineer-scientist/Copa-Airlines-research-project.git,"Data science research project involving improving flight scheduling to minimize delays, for Copa Airlines.",0,0,0,airline+flight,GitHub
431,Airline_management,https://github.com/ARDivekar/Airline_management.git,"A retro, 80's-style terminal client for managing a several airlines and flights.",0,1,0,airline+flight,GitHub
432,quickhop,https://github.com/bws428/quickhop.git,A Python/Flask/AppEngine airline flights finder for non-rev travelers.,0,0,0,airline+flight,GitHub
433,flyguys,https://github.com/kashifismael/flyguys.git,"Fly Guys - an airline flight searching website made using PHP, PDO and jQuery",0,1,0,airline+flight,GitHub
434,Flight-Delays-Visualization,https://github.com/atseng1729/Flight-Delays-Visualization.git,"Visualization examining the effects of airlines, airports, and time of the day on flight delays",0,0,0,airline+flight,GitHub
435,Airline-Website,https://github.com/leo1357904/Airline-Website.git,A simulation website of airline website with login and flight searching system.,0,0,0,airline+flight,GitHub
436,Flight-Finder-Web-Demo,https://github.com/jordanculver/Flight-Finder-Web-Demo.git,A Simple Web Application Demonstrating the use of American Airlines' Flight-Engine API,0,1,0,airline+flight,GitHub
437,flyEurope,https://github.com/tothzola/flyEurope.git,"Demo Web Application which displays airports, airlines and flights from the European continent. ",0,0,0,airline+flight,GitHub
438,SWA-check-in-script,https://github.com/jo3n/SWA-check-in-script.git,A PHP script that checks-in to a Southwest Airlines flight,0,0,0,airline+flight,GitHub
439,UIAWebApp,https://github.com/loon123456/UIAWebApp.git,DDAC-Ukraine International Airlines (UIA) online flight booking system. (Asia Pacifc University),0,0,0,airline+flight,GitHub
440,ddac_uia,https://github.com/HongCheng32934/ddac_uia.git,Ukraine International Airlines Online Flight Booking System for Designing & Developing Cloud Applications (DDAC),0,0,0,airline+flight,GitHub
441,FlightReservationApp,https://github.com/ScottHuangNYU/FlightReservationApp.git,An application in which user can search flight and make a reservation of airline.,0,0,0,airline+flight,GitHub
442,FlightSurety,https://github.com/MitchTODO/FlightSurety.git,A blockchain smart contract that allows for purchasing insurance on airline flights,0,1,0,airline+flight+blockchain+ganache+smart-contracts+solidity+dapp+simulator,GitHub
443,flights-tracker,https://github.com/trendysloth/flights-tracker.git,Automated Tracking United Airline's flights between Shanghai and San Francisco,0,0,0,airline+flight,GitHub
444,int-travel-asst,https://github.com/edonohue8/int-travel-asst.git,"An application for airline travelers to access travel advisory information, flight quotes, and news.",0,0,0,airline+flight,GitHub
445,Airline-Reservation-System,https://github.com/2020-10732f-c2-TannourySamer/Airline-Reservation-System.git,Airline Reservation System is a Java-based booking solution for flight tickets.,0,0,0,airline+flight+java+thymeleaf+springboot,GitHub
446,flight-reviews,https://github.com/russLitt/flight-reviews.git,"Rails app with React front-end, allows users to leave a review for airline flight experiences",0,0,0,airline+flight,GitHub
447,SoftwareDevelopment,https://github.com/ZhiyuanXueEric/SoftwareDevelopment.git,"Utilized UML, C# and MS Visual Studio to design a flight tracking system for American Airlines",0,0,0,airline+flight+c-sharp+visual-studio+sdlc+uml-diagram,GitHub
448,Career_Fair_Competition,https://github.com/dotHak/Career_Fair_Competition.git,A python program thaf finds airline routes using the open flight database,0,1,0,airline+flight,GitHub
449,CloudFlight,https://github.com/AhmedYahia787/CloudFlight.git,Website made by booking airline tickets and hotels and knowing flight times,0,0,0,airline+flight,GitHub
450,Project002-Rails-Airline-Booking,https://github.com/RonnieHoffer/Project002-Rails-Airline-Booking.git,An app that allows users to book airline tickets and administrators to manage flight scheduling,0,0,0,airline+flight,GitHub
451,upstuck-personal-project,https://github.com/rortan134/upstuck-personal-project.git,An airline website for booking flights and travels. Made with the intention to learn.,0,0,0,airline+flight,GitHub
452,BookMyFlight,https://github.com/soham-gadhave/BookMyFlight.git,"BookMyFlight is an Airline Reservation System website which is developed as a part of my Web Technology course for searching flights, booking and canceling airline tickets.",0,0,0,airline+flight,GitHub
453,XAMMP-Application,https://github.com/harsha-sjsu/XAMMP-Application.git,The airline reservation system is an application developed to help customers in reserving a flight between airports of his/her choice. The user can select the source and the destination airports on a specific date and our application will show all the available routes between the two selected airports with different airlines and prices. The user can make reservation by choosing any one of the routes available. This application calculates fare for the flight depending on the distance between the two airports. The user can see his/her itinerary based on the reservation and a unique code generated at the time of booking.,0,3,0,airline+flight,GitHub
454,Visualizing-Airline-Safety,https://github.com/aali21/Visualizing-Airline-Safety.git,"We visualize data of airline incidents, fatal accidents and fatalities for flights between 1985-1999 and 2000-2014 for 56 different airlines",0,0,0,airline+flight,GitHub
455,american,https://github.com/knneyemma/american.git,American Reservations provide great offers for the passengers. You just need to visit in here:-  https://airline-reservationsservices.com/american-airlines-flights-reservations,0,0,0,airline+flight,GitHub
456,Data-Visualization-with-Python---Project,https://github.com/gokuldevp/Data-Visualization-with-Python---Project.git,monitor and report US domestic airline flights performance. Goal is to analyze the performance of the reporting airline to improve fight reliability thereby improving customer relaibility.,0,0,0,airline+flight,GitHub
457,FlightManager,https://github.com/armindz/FlightManager.git,"""Flight manager"" is flight scheduling application which allows user to create airports, airlines and flights.  Also contains option to book a seat on a flight. All data is being stored in easily accessible database.",0,0,0,airline+flight+flight-manager+airline+flights-stored+seat+flight-software+automated+java+airport+sql+mysql-database,GitHub
458,airlines-reservation-app,https://github.com/insp7/airlines-reservation-app.git,"Airline Reservation is a web application which provides a user-friendly User Interface and an easy efficient way to search, book and cancel flight tickets. This application is currently working for a single airline company and only for domestic flights.",0,0,0,airline+flight,GitHub
459,FlightTrackinator3000,https://github.com/J-Hassel/FlightTrackinator3000.git,"Live Flight Tracking website that gives users the ability to track any flight on a map, view all flights on a map, etc. Also allows users to view and filter the database tables which include flights, airlines, airplanes, airports. ",0,1,0,airline+flight,GitHub
460,Airlines-Reservation-Program,https://github.com/monniiesh/Airlines-Reservation-Program.git,"Airlines-Reservation-Program helps in maintaining day to day airlines reservation, flight data and booking of flight. It uses a GUI interface coded using Tkinter-Python and stores data in .txt format.",0,0,0,airline+flight,GitHub
461,backEndServer,https://github.com/lnikitadobrenkol/backEndServer.git,Build a back end server which has three endpoints:  1./airlines Lists all available airlines from the Flight API. 2./airports Lists all matching airports from the Flight API. 3./search Accepts all parameters from the search form above.,0,0,0,airline+flight,GitHub
462,Online-Air-Reservation-System,https://github.com/jaytaraviya241/Online-Air-Reservation-System.git,"The web based “airline reservation system” project is an attempt to stimulate the basic concepts of airline reservation system. The system enables the customer to do the things such as search for airline flights for two travel cities on a specified date, choose a flight based on the details, reservation of flight and cancellation of reservation.",0,0,0,airline+flight,GitHub
463,Cheap-Flight-Tickets,https://github.com/cheap-international-flights/Cheap-Flight-Tickets.git,cheap international air tickets cheap international flights cheap international flights cheap international air tickets to usa very cheap air tickets cheap international air tickets cheap domestic air tickets make my trip cheap air tickets india domestic cheap air tickets international flights cheap air tickets calendar go air international air tickets booking online cheap international air tickets from india international air tickets on sale cheap international air tickets from india to usa make my trip yatra international air tickets cheap international air tickets for students international air tickets price list airfares to washington dc  airfare washington dc  washington dc airfare  airfare to washington  cheap airfare to washington dc  washington airfare  airfare deals from washington dc  cheap airfares to washington dc  cheapest airfare to washington dc  flights to new york from lax Flight tickets to new york AIr tickets to new york flights to california from newark  flights from newark to california  nj to california flights  flights to california from nj  flight to california from nj  cheapest flights to california  flights to california from newark nj  flights from nj to california  flight from nj to california  newark to california flights  flights to california from ny  cheap flights to san diego california  cheap flights to california from florida  flights from boston to california  flights to california from florida  flights from ny to california  cheap flights to california from boston  cheap flights from boston to california  boston to california flights  cheap flights to utah from california  cheap flights from california to florida  flights to california from bwi  cheap flights to california from houston  new york to california flight time  cheapest flights to california from new york  houston to california flights  cheap flight to california from new york  flights from california to boston  cheap flights to california from hawaii  cheap flights from utah to california  plane tickets to new jersey  plane tickets to california from new jersey  plane ticket to new jersey  new jersey plane tickets  cheap plane tickets to new jersey  plane tickets new jersey  plane ticket prices to new jersey  plane tickets from new jersey to florida  plane tickets to new jersey from california  how much is a plane ticket to new jersey  plane tickets to jersey  plane tickets from florida to new jersey flights to florida from nj  cheap flights florida  cheap flights to florida from nj  boston to florida flights  flight to florida from nj  flights to florida from newark nj  nj to florida flights  cheapest flights to florida from nj  cheap flights from nj to florida  one way flights to florida  cheap flights ny to florida  flights from nj to florida  flights from san diego to florida  flights to orlando florida from newark nj  cheap flights to florida from milwaukee  sell off flights to florida  flights to nj from florida  cheap flights to florida from kentucky  flight from nj to florida  cheap flights from florida to hawaii  hawaii to florida flights  colorado to florida flights  oklahoma to florida flights  discount airline tickets  cheap airlines  cheap airline fares  airlines flight  airlines to new jersey  airlines in san diego  airline cheap  flight schedules all airlines  cheaper airline  chips tickets airline  airlines in nj  cheaptickets airline  new cheap airline  new discount airline  cheapest flights to new jersey  cheapest flight  cheapest flight to new jersey  cheapest flights tickets  where to find the cheapest flights  cheapest flight deals  cheapest flights to america  flight tickets cheapest  cheapest flights to  cheapest flights from  cheapest flights around  cheapest flights to newark nj  low cost airlines usa  cheap airlines in usa  budget airlines usa  local airlines in usa  all airlines in usa  cheap airlines in the usa  airlines that fly to usa  airline flights usa  usa budget airline  flight booking book flight tickets booking flight ticket ticket booking flight flights tickets booking book flight usa book flights in usa flight ticket book flight booking india booking flights usa flight booking to usa plane tickets plane ticket plane ticket prices plane ticket price plane ticket booking plane tickets to america find plane tickets plane tickets online booking plane tickets plane ticket to america buy plane tickets online plane flight tickets best place to buy plane tickets where to buy plane tickets online plane ticket booking air plane ticket round trip plane tickets plane ticket costs tickets plane plane ticket sites free plane tickets air ticket booking book air tickets booking air tickets air travel booking book cheap air tickets air flight booking cheap air ticket booking book air travel,0,0,0,airline+flight,GitHub
464,php_airline,https://github.com/Michaela-Davis/php_airline.git,"PHP: Wk 4, Day 1: Airline: A webpage that allows a user to enter a flight, view flights list, and clear the list.",0,0,0,airline+flight,GitHub
465,Airline-Reservation-or-Booking-System-in-C-,https://github.com/fredrickcm/Airline-Reservation-or-Booking-System-in-C-.git,"This an Airline reservation system in C++ language that has the ability to view and book flights, view and book seats and to cancel seats or flight",0,0,0,airline+flight,GitHub
466,US.Airlines.Flights.Performance,https://github.com/JoaoPAF98/US.Airlines.Flights.Performance.git,Analysing US Airlines Flights Performance using data The US Government Department of Transportation on all domestic flights from 1987 to the present.,0,0,0,airline+flight,GitHub
467,US-Domestic-Airline-Flights-Performance,https://github.com/Gulnaz-18/US-Domestic-Airline-Flights-Performance.git,Data visualization dashboard is based on the concept of demonstrating US Domestic Airline Flights Performance and Yearly average flight delay statistics for a given year ( 2005 to 2020). ,0,0,0,airline+flight,GitHub
468,Airline-Scraper,https://github.com/brett-dun/Airline-Scraper.git,A bot that will search the websites of the four major US airlines for flights and will give back prices and optimal flights.,0,0,0,airline+flight,GitHub
469,DashBoard,https://github.com/TasnimNoshin/DashBoard.git,Dashboard is based on the concept of demonstrating US Domestic Airline Flights Performance and Yearly average flight delay statistics for a given year ( 2005 to 2020). ,0,0,0,airline+flight,GitHub
470,Airline-Reservation-System-in-C-,https://github.com/fredrickcm/Airline-Reservation-System-in-C-.git,"This an Airline reservation system in C language that has the ability to view and book flights, view and book seats and to cancel seats or flight",0,0,0,airline+flight+c,GitHub
471,Flight-Project,https://github.com/wkingsbery/Flight-Project.git,"This program lets the user input a flight airline by abberviation, or a country that the flight is leaving/going to.  ",0,0,0,airline+flight,GitHub
472,stunning-chainsaw,https://github.com/martynoconnor/stunning-chainsaw.git,Python script to generate a Splunk lookup file of additional information on commercial airline flights using on a list of flight numbers as a seed data source,0,1,0,airline+flight,GitHub
473,That-Way-Airlines-,https://github.com/alfie2u/That-Way-Airlines-.git,"An Airline app to Check Fares, Book Flights, Order Special Meals, Order other services, Assign Seats, Check Arrival Times, Check In, Check Status of the Flight,  ",0,0,0,airline+flight,GitHub
474,FlightScheduler,https://github.com/brybailey/FlightScheduler.git,Flytrap airlines uses an implementation of Dijkstra's Algorithm to schedule flights along a graph (please request text files of flight info),0,0,0,airline+flight,GitHub
475,AirlineReservationSystem,https://github.com/Zevora/AirlineReservationSystem.git,"Creating an airline reservation system. The user will be able to create a reservation, manage seats, and flight numbers in order to properly plan a flight.",0,0,0,airline+flight,GitHub
476,Airline-Management-System,https://github.com/tarunkhatuwal123/Airline-Management-System.git,"It was a college project in Java Swing, AWT and Oracle Database. For reservation of flights and management of flights and employees of an airline ",0,0,0,airline+flight,GitHub
477,Flight-Reservation-System,https://github.com/dmbfaisal/Flight-Reservation-System.git,A min Java project based on Swing and JDBC  and MySQL.  A Java Application to reserve flights for customer and for updating flights details for Commercial Airline Companies.,0,0,0,airline+flight,GitHub
478,Flight-Fare-Prediction,https://github.com/nipunkakkar/Flight-Fare-Prediction.git,"A data science project which predicts Flight Fare or price of ticket by considering factors like Airline name, flight duration, total stops etc into account",0,0,0,airline+flight,GitHub
479,Flights,https://github.com/ARAPIL/Flights.git,A Tableau Visualization for Airport / Airways Flight Delays. Flight delays and cancellations analyzed for airports and airlines level. They were summarized on a dashboard.,0,1,0,airline+flight,GitHub
480,Flight-Reservation-System,https://github.com/dmbfaisal/Flight-Reservation-System.git,A min Java project based on Swing and JDBC  and MySQL.  A Java Application to reserve flights for customer and for updating flights details for Commercial Airline Companies.,0,0,0,airline+flight,GitHub
481,Flight-Fare-Prediction,https://github.com/nipunkakkar/Flight-Fare-Prediction.git,"A data science project which predicts Flight Fare or price of ticket by considering factors like Airline name, flight duration, total stops etc into account",0,0,0,airline+flight,GitHub
482,FlightSurety,https://github.com/ISB404/FlightSurety.git,FlightSurety is an ethereum blockchain project that allow airlines passengers to buy insurance for their flight and get compensated if the flight got delayed ,0,0,0,airline+flight,GitHub
483,FlightsLogic,https://github.com/hailey05081995/FlightsLogic.git,"Flightslogic provides Airline API, Travel XML API, and Flight API, Flight Reservation System to travel agencies, tour operators, and travel companies worldwide",0,0,0,airline+flight,GitHub
484,US_Airline_Flights_Performance,https://github.com/rylskikh/US_Airline_Flights_Performance.git,Dashboard is based on the concept of demonstrating US Domestic Airline Flights Performance and Yearly average flight delay statistics for a given year ( 2005 to 2020). ,0,0,0,airline+flight,GitHub
485,Flight-Booking-Software-in-London-UK,https://github.com/GorangaTechPvtLtd/Flight-Booking-Software-in-London-UK.git,"We offer fully integrated Airline Ticketing Software System, Flight Booking Engine, Flight booking API Integration and online booking system for travel agents and travel agencies London, UK.",0,0,0,airline+flight,GitHub
486,CECS-323-Term-Project,https://github.com/okha17/CECS-323-Term-Project.git,Airline database written in sql that contains information about flights that are departing and leaving. Additionally covers crew mates of flights as well. ,0,0,0,airline+flight,GitHub
487,AirlineReservationAssignment,https://github.com/BaileeD/AirlineReservationAssignment.git,Programming 2 Assignment 2 for AUT University. This is an airline reservation system which allows the user to enter flight details and book seats for their chosen flights.,0,0,0,airline+flight,GitHub
488,Airline-Recommendation-System,https://github.com/shruthiviswanatha/Airline-Recommendation-System.git,"Airline performance analysis based on airline flight delays, cancellation, safety, cost etc presented in a browser interface using Big data tools to come up with a airline ranking/recommendation system.",0,0,0,airline+flight,GitHub
489,Flight-List,https://github.com/gavinuhran/Flight-List.git,"This project contains three classes that allow the user to create an airline flight list. The first class is called ""Time"" and represents a certain hour and minute in the day. The second class is called ""Flight"" and represents a given airline flight. The third class is called ""Trip"" and represents one or more Flights.",0,0,0,airline+flight,GitHub
490,American-Airlines-Performance-2018,https://github.com/devpopat96/American-Airlines-Performance-2018.git,"The Bureau of Transportation Statistics (BTS) publishes monthly information about airline on-time flight performance. Included in the monthly datasets is information about commercial domestic flights under the jurisdiction of the Department of Transportation. The detailed flight data includes information about scheduled flight times, actual flight times, length of departure delays and arrival delays, delay types, delay causes, and cancellations. Details about every flight in the monthly BTS are available to every airline – i.e. any airline can evaluate their own on-time performance against every other commercial airline operating in the US.",0,0,0,airline+flight,GitHub
491,airline,https://github.com/mahima2001/airline.git,"Airline database where we can add different flights,their origin,destination and duration along with the passengers",0,0,0,airline+flight,GitHub
492,Airline-Reservation-System,https://github.com/AhmedEsmailCis/Airline-Reservation-System.git,"A system that allows users to create an account, view the list of airlines currently operating at a specific location and their details, display available flights according to the chosen location, destination, arrival time and departure time, display available seats on a particular flight, make reservations, cancel an existing reservation, the database stores data about types Various airlines, passengers, flights, reservations, flight crew ... etc.",0,0,0,airline+flight+csharp+oracle-database+desktop-app+gui,GitHub
493,Design-and-Applications-of-Databases,https://github.com/KonstantinaGalouni/Design-and-Applications-of-Databases.git,"Writing and executing complex SQL queries in a Database, which describes relations between Airports, Airplanes, Airlines, Routes, Flights and Passengers.",0,0,0,airline+flight,GitHub
494,OpenFlightBag,https://github.com/OpenFlightBag/OpenFlightBag.git,Open Electronic Flight Bag solution for all kind of users - from Virtual Pilots up to Major Airlines,0,0,0,airline+flight,GitHub
495,OneVirtualAlliance_OneV,https://github.com/srinath99/OneVirtualAlliance_OneV.git,The repo for the website and supporting software needed to create the OneV Virtual Airline for flight simulator.,0,0,0,airline+flight,GitHub
496,FlightQuery,https://github.com/stanislavbogdanov/FlightQuery.git,"Supports the Database of the airline flights, updates it by SSIM files automaticaly, exports the results of custom queries.",0,0,0,airline+flight,GitHub
497,Data-Science-R,https://github.com/jambeshmpt/Data-Science-R.git,This Repository contains the Airline flight pattern study using R-Code using data from http://stat-computing.org/dataexpo/2009/,0,0,0,airline+flight,GitHub
498,Mid-atlanitc-Airlines,https://github.com/fblaproject/Mid-atlanitc-Airlines.git,we are a small airline company providing affordable flights to all states within the mid-Atlantic region.,0,0,0,airline+flight,GitHub
499,AmericanDashboard,https://github.com/joaquinperaza/AmericanDashboard.git,"American airlines dashboard for use in flight with plane wifi, was coded while flying MIA-MVD withouth internet access :D",0,0,0,airline+flight,GitHub
500,airlineapp,https://github.com/alanaanderson/airlineapp.git,"A Java EE project using using glassfish, derby, and RESTful web services to book passengers' flights on a mock airline",0,0,0,airline+flight,GitHub
501,usa_airline_viz,https://github.com/vaghulb1992/usa_airline_viz.git,"R Shiny/Leaflet applets to visualize data on airports, airlines and flight routes in the United States",0,0,0,airline+flight,GitHub
502,AirlineManagementSystem,https://github.com/saral1/AirlineManagementSystem.git,"Management System for an Airline, also allowed customer to login and check and book flights and receive their corresponding ticket.",0,0,0,airline+flight,GitHub
503,jku-ceue-airline,https://github.com/reisi007/jku-ceue-airline.git,"A airline + a flight search engine made for The ""UE Communication Engeneering"" at JKU (with a partner)",0,0,0,airline+flight,GitHub
504,IE2110-crew-flight-assignment,https://github.com/mitchellkwong/IE2110-crew-flight-assignment.git,Mixed Integer Programming (MIP) model for large scale crew-flight allocation under airline and labour policy constraints.,0,0,0,airline+flight,GitHub
505,Flight-Booking-System,https://github.com/nehaloonie/Flight-Booking-System.git,A booking system for a hypothetical airline that will allow users to book and delete seats on different flights.,0,0,0,airline+flight,GitHub
506,airline-stimulation,https://github.com/DKremezis/airline-stimulation.git,School Project: Goal is to implement a program that lets the user book flights between two airlines. ,0,0,0,airline+flight,GitHub
507,airline-consortium,https://github.com/PrashSi/airline-consortium.git,Airline Consortium to Change flights on user's request. Policies are enforced through smart contract using solidity.,0,0,0,airline+flight,GitHub
508,AirLine-Flight-Booking-System,https://github.com/niguskidane/AirLine-Flight-Booking-System.git,The main goal of this project is to design and implement a working online Airline Flight Booking System (FBS) application.,0,0,0,airline+flight,GitHub
509,canadian_airlines,https://github.com/sunyang0426/canadian_airlines.git,This project scraped trips of passenger flights from 13 Canadian airlines before and after COVID-19 outbreak. ,0,0,0,airline+flight,GitHub
