,full_name,link,description,stars,forks,watchers,keywords,source
10,Robot-learning,https://github.com/Aryia-Behroziuan/Robot-learning.git,"In developmental robotics, robot learning algorithms generate their own sequences of learning experiences, also known as a curriculum, to cumulatively acquire new skills through self-guided exploration and social interaction with humans. These robots use guidance mechanisms such as active learning, maturation, motor synergies and imitation.  Association rules Main article: Association rule learning See also: Inductive logic programming Association rule learning is a rule-based machine learning method for discovering relationships between variables in large databases. It is intended to identify strong rules discovered in databases using some measure of ""interestingness"".[60]  Rule-based machine learning is a general term for any machine learning method that identifies, learns, or evolves ""rules"" to store, manipulate or apply knowledge. The defining characteristic of a rule-based machine learning algorithm is the identification and utilization of a set of relational rules that collectively represent the knowledge captured by the system. This is in contrast to other machine learning algorithms that commonly identify a singular model that can be universally applied to any instance in order to make a prediction.[61] Rule-based machine learning approaches include learning classifier systems, association rule learning, and artificial immune systems.  Based on the concept of strong rules, Rakesh Agrawal, Tomasz Imieliński and Arun Swami introduced association rules for discovering regularities between products in large-scale transaction data recorded by point-of-sale (POS) systems in supermarkets.[62] For example, the rule {\displaystyle \{\mathrm {onions,potatoes} \}\Rightarrow \{\mathrm {burger} \}}\{{\mathrm  {onions,potatoes}}\}\Rightarrow \{{\mathrm  {burger}}\} found in the sales data of a supermarket would indicate that if a customer buys onions and potatoes together, they are likely to also buy hamburger meat. Such information can be used as the basis for decisions about marketing activities such as promotional pricing or product placements. In addition to market basket analysis, association rules are employed today in application areas including Web usage mining, intrusion detection, continuous production, and bioinformatics. In contrast with sequence mining, association rule learning typically does not consider the order of items either within a transaction or across transactions.  Learning classifier systems (LCS) are a family of rule-based machine learning algorithms that combine a discovery component, typically a genetic algorithm, with a learning component, performing either supervised learning, reinforcement learning, or unsupervised learning. They seek to identify a set of context-dependent rules that collectively store and apply knowledge in a piecewise manner in order to make predictions.[63]  Inductive logic programming (ILP) is an approach to rule-learning using logic programming as a uniform representation for input examples, background knowledge, and hypotheses. Given an encoding of the known background knowledge and a set of examples represented as a logical database of facts, an ILP system will derive a hypothesized logic program that entails all positive and no negative examples. Inductive programming is a related field that considers any kind of programming language for representing hypotheses (and not only logic programming), such as functional programs.  Inductive logic programming is particularly useful in bioinformatics and natural language processing. Gordon Plotkin and Ehud Shapiro laid the initial theoretical foundation for inductive machine learning in a logical setting.[64][65][66] Shapiro built their first implementation (Model Inference System) in 1981: a Prolog program that inductively inferred logic programs from positive and negative examples.[67] The term inductive here refers to philosophical induction, suggesting a theory to explain observed facts, rather than mathematical induction, proving a property for all members of a well-ordered set.  Models Performing machine learning involves creating a model, which is trained on some training data and then can process additional data to make predictions. Various types of models have been used and researched for machine learning systems.  Artificial neural networks Main article: Artificial neural network See also: Deep learning  An artificial neural network is an interconnected group of nodes, akin to the vast network of neurons in a brain. Here, each circular node represents an artificial neuron and an arrow represents a connection from the output of one artificial neuron to the input of another. Artificial neural networks (ANNs), or connectionist systems, are computing systems vaguely inspired by the biological neural networks that constitute animal brains. Such systems ""learn"" to perform tasks by considering examples, generally without being programmed with any task-specific rules.  An ANN is a model based on a collection of connected units or nodes called ""artificial neurons"", which loosely model the neurons in a biological brain. Each connection, like the synapses in a biological brain, can transmit information, a ""signal"", from one artificial neuron to another. An artificial neuron that receives a signal can process it and then signal additional artificial neurons connected to it. In common ANN implementations, the signal at a connection between artificial neurons is a real number, and the output of each artificial neuron is computed by some non-linear function of the sum of its inputs. The connections between artificial neurons are called ""edges"". Artificial neurons and edges typically have a weight that adjusts as learning proceeds. The weight increases or decreases the strength of the signal at a connection. Artificial neurons may have a threshold such that the signal is only sent if the aggregate signal crosses that threshold. Typically, artificial neurons are aggregated into layers. Different layers may perform different kinds of transformations on their inputs. Signals travel from the first layer (the input layer) to the last layer (the output layer), possibly after traversing the layers multiple times.  The original goal of the ANN approach was to solve problems in the same way that a human brain would. However, over time, attention moved to performing specific tasks, leading to deviations from biology. Artificial neural networks have been used on a variety of tasks, including computer vision, speech recognition, machine translation, social network filtering, playing board and video games and medical diagnosis.  Deep learning consists of multiple hidden layers in an artificial neural network. This approach tries to model the way the human brain processes light and sound into vision and hearing. Some successful applications of deep learning are computer vision and speech recognition.[68]",1,0,1,database+sequence+analysis+aryia-behroziuan+artificial-intelligence+robot-learning+android+blog+csharp+data-science+express+flask+golang+nodejs+machine-learning+python,GitHub
11,Protein_Structure_Analysis,https://github.com/miotomato/Protein_Structure_Analysis.git,Sequence and Structure Database Creation and Analysis,0,0,0,database+sequence+analysis,GitHub
12,MetaPathways_Python_Koonkie.3.0,https://github.com/Koonkie/MetaPathways_Python_Koonkie.3.0.git,"MetaPathways is a meta'omic analysis pipeline for the annotation and analysis for environmental sequence information.  MetaPathways is a modular annotation and analysis pipeline that uses a user-friendly graphical user interface and knowledge engine data structure to predict metabolic interaction networks from environmental sequence information. Currently, MetaPathways supports genomic read quality control, open reading frame (ORF) prediction, ORF annotation, and environmental pathway-genomes database (ePGDB) construction compatible with the Pathway Tools browser by SRI.    ",0,3,0,database+sequence+analysis,GitHub
13,TOOLS_Document,https://github.com/alizaansari/TOOLS_Document.git,"Analysis tools, Design tools, Project management tools, Database tools, Documentation tools & Sequence diagram.",0,0,0,database+sequence+analysis,GitHub
14,MetaPathways_Python.3.0,https://github.com/kishori82/MetaPathways_Python.3.0.git,"MetaPathways is a meta'omic analysis pipeline for the annotation and analysis for environmental sequence information.  MetaPathways is a modular annotation and analysis pipeline that uses a user-friendly graphical user interface and knowledge engine data structure to predict metabolic interaction networks from environmental sequence information. Currently, MetaPathways supports genomic read quality control, open reading frame (ORF) prediction, ORF annotation, and environmental pathway-genomes database (ePGDB) construction compatible with the Pathway Tools browser by SRI.    ",0,2,0,database+sequence+analysis,GitHub
15,TP53-Multiple-Sequence-Alignment-Analysis,https://github.com/idrissrasheed/TP53-Multiple-Sequence-Alignment-Analysis.git,This pipeline extracts and aligns multiple sequences from the GenBank database and creates a FASTA file for multiple sequence alignment analysis. ,0,0,0,database+sequence+analysis,GitHub
16,entrez,https://github.com/kaiser0906/entrez.git,A python application retrieves sequence record in the GenBank databases for DNA and protein sequences and perform a simple string-based analysis of the data.,0,0,0,database+sequence+analysis,GitHub
17,whocc-sequences,https://github.com/acorg/whocc-sequences.git,"Set of tools to keep WHO CCs flu sequence database (H1, H3, B) and perform various analysis",0,0,0,database+sequence+analysis,GitHub
18,BMC-Pr2-RutasMetabolicas,https://github.com/jmaq-cr/BMC-Pr2-RutasMetabolicas.git,"Project oriented to the analysis and comparison of metabolic pathways, obtained from biological databases, and processed through graphs and sequence comparison.",0,0,0,database+sequence+analysis,GitHub
19,Protein_Conservation_Analysis,https://github.com/TheDataDiver/Protein_Conservation_Analysis.git,"Protein Conservation analysis, by selecting a family of protein sequences from a user-defined subset of the taxonomic tree, which would subsequently be processed, and used to plot and determine the level of protein sequence conservation, across species within the user-defined taxonomic group. Following which, these plotted sequences are then scanned with motifs from the PROSITE database, to identify if any known motifs (domains) are associated with these sequences.",0,0,0,database+sequence+analysis,GitHub
20,PTM_crosstalk_motif,https://github.com/maopeng2018/PTM_crosstalk_motif.git,"The PTMs_Motif project is freely available bioinformatics software platform to comprehensive analysis sequence motif of protein post translation modifications cross-talk. The project include two important parts: 1, extract PTM combination motifs from large scale dateset of PhosphositePlus database. 2, calculation motif evolutionary conservation score by comparing homologous protein sequences of 15 vetebrates.",0,0,0,database+sequence+analysis,GitHub
21,PARS,https://github.com/JuliaGol/PARS.git,"PARS is a python package for browsing and downloading files deposed in Pfam and Rfam databases (e.g. sequences, alignments, hmm). It has implemented classes dedicated to Pfam data like: PfamFamily or PfamClan. PARS is compatible with Biopython modules, but also is extended by HMMER wrapper which enables convenient usage of downloaded HMM files. One of the advantages of this package is the easy switch to other databases by translation of accession numbers. All of these features enable to make a detailed analysis of proteins or RNA families and deal with large datasets.",0,2,0,database+sequence+analysis+pfam+rfam+bioinformatics,GitHub
22,Genomics-Final-Project-Data-and-References,https://github.com/BluedragonXVI/Genomics-Final-Project-Data-and-References.git,"Senior Thesis: Multidimensional Scaling Analysis of Voltage-Gated Ion Channels Using R Represented genomic data of sodium channel sequences as points in a 3D space with MDS using the bios2mds R package and imported, cleaned and formatted amino acid sequences from the BLOCKS database into custom MSA files that were then analyzed via a BLOSUM matrix to produce a rotating plot of protein sequence dissimilarity. ",0,0,0,database+sequence+analysis,GitHub
23,Protein-Sequence-Analysis,https://github.com/biomart123/Protein-Sequence-Analysis.git,"Creative BioMart, with a successful track record of offering more than ten thousand custom bioinformatics consultations, provides protein sequence analysis of proteins by classifying them into families and predicting domains and important sites. On top of our advanced technologies in bioinformatics, we combine protein signatures from a number of member databases into a single searchable resource, capitalising on their individual strengths to produce a powerful integrated database and diagnostic tool.",0,0,0,database+sequence+analysis,GitHub
24,Galaxy-Integrated-variant-analysis,https://github.com/Lakshmanwadhwani/Galaxy-Integrated-variant-analysis.git,"Reproducible pipelines that create an integrated genomic profile of a cancer and use the profile to find mutations associated with disease and potentially useful drugs. These pipelines analyze high‐throughput cancer exome and transcriptome sequence data together with public databases to find relevant mutations and drugs. The three pipelines that developed are: (1) an exome analysis pipeline, which uses whole or targeted tumor exome sequence data to produce a list of putative variants (no matched normal data are needed); (2) a transcriptome analysis pipeline that processes whole tumor transcriptome sequence (RNA‐seq) data to compute gene expression and find potential gene fusions; and (3) an integrated variant analysis pipeline that uses the tumor variants from the exome pipeline and tumor gene expression from the transcriptome pipeline to identify deleterious and druggable mutations in all genes and in highly expressed genes",0,0,0,database+sequence+analysis,GitHub
25,seq-align-bwa,https://github.com/ramibaghdan/seq-align-bwa.git,"In this analysis, sequence data (100 bp reads from the freshwater burbot fish) attained from Illumina HiSeq 2500 are aligned to different reference genomes using bwa to compare alignment rates. The two reference genomes used are the highly fragmented burbot genome in the NCBI database (with a low N50) and a well-developed cod genome (closely related to burbot). The sequence reads from freshwater burbot fish are aligned to both the Gadus morhua complete genome and the new burbot genome to observe variation in alignment rates between individuals and references.",0,0,0,database+sequence+analysis,GitHub
26,asap2,https://github.com/tianrenmaogithub/asap2.git,"Amplicon sequencing of marker genes such as 16S rDNA, 18S rDNA, ITS and others has been widely used to survey and characterize microbial communities in countless ecological and environmental studies. However, the complex data analyses have required many interfering manual steps often leading to inconsistencies in results. Here, we have developed a pipeline, amplicon sequence analysis pipeline 2 (ASAP 2), to automate and glide through the processes without the usual manual inspections and user’s interference, for instance, in the detection of barcode orientation, selection of high-quality region of reads, and determination of resampling depth and many more. The pipeline integrates all the analytical processes such as importing data, demultiplexing, summarizing read profiles, trimming quality, denoising, removing chimeric sequences, and making the feature (ASV) table among others, using QIIME 2, Vegan and other tools. The pipeline accepts multiple file formats as input including multiplexed or demultiplexed, paired-end or single-end, barcode inside or outside and raw or intermediate data (e.g. feature table). The outputs include taxonomic classification, alpha/beta diversity, community composition, ordination analysis and statistical tests (variable selection, CCA, RDA, etc.). ASAP 2 supports merging multiple sequencing runs which helps integrate and compare data from different sources (public databases and collaborators). The pipeline minimizes hands-on interference and runs amplicon sequencing analysis automatically and consistently.",0,0,0,database+sequence+analysis,GitHub
27,CS273a_EnhancersProject,https://github.com/LizIzhikevich/CS273a_EnhancersProject.git,"Predicting the function of different regions of the genome is one of the grand challenges of genomics. In this project, you will use an existing database of tested enhancers to devise a strategy for predicting novel enhancers, using both sequence features and numerous epigenetic marks. The advent of ChIP-seq has empowered high resolution genome-wide identification of the regions with specific marks, and correlation with functional annotation has identified combinations of marks that are characteristic of active and repressed genes, enhancers, repressors, and other types of functional elements (Ernst et al 2011 “Mapping and analysis of chromatin state dynamics in nine human cell types.”). Here, you will be leveraging assays of many different marks in many different tissues to predict enhancers. In doing so, you should also identify which marks, or combinations of marks, are most discriminative in predicting enhancers.",0,0,0,database+sequence+analysis,GitHub
28,association-rule-learning,https://github.com/sayantann11/association-rule-learning.git,"Association rule learning is a rule-based machine learning method for discovering interesting relations between variables in large databases. It is intended to identify strong rules discovered in databases using some measures of interestingness.[1]  Based on the concept of strong rules, Rakesh Agrawal, Tomasz Imieliński and Arun Swami[2] introduced association rules for discovering regularities between products in large-scale transaction data recorded by point-of-sale (POS) systems in supermarkets. For example, the rule {\displaystyle \{\mathrm {onions,potatoes} \}\Rightarrow \{\mathrm {burger} \}}\{{\mathrm  {onions,potatoes}}\}\Rightarrow \{{\mathrm  {burger}}\} found in the sales data of a supermarket would indicate that if a customer buys onions and potatoes together, they are likely to also buy hamburger meat. Such information can be used as the basis for decisions about marketing activities such as, e.g., promotional pricing or product placements.  In addition to the above example from market basket analysis association rules are employed today in many application areas including Web usage mining, intrusion detection, continuous production, and bioinformatics. In contrast with sequence mining, association rule learning typically does not consider the order of items either within a transaction or across transactions.",0,0,0,database+sequence+analysis,GitHub
29,Market-basket-analysis,https://github.com/jabirkangarli/Market-basket-analysis.git,"Introduction Association rule learning is a rule-based machine learning method for discovering interesting relations between variables in large databases. It is intended to identify strong rules discovered in databases using some measures of interestingness.[1]  Based on the concept of strong rules, Rakesh Agrawal, Tomasz Imieliński and Arun Swami[2] introduced association rules for discovering regularities between products in large-scale transaction data recorded by point-of-sale (POS) systems in supermarkets. For example, the rule {onions,potatoes}={burger}, {onions,potatoes}={burger} found in the sales data of a supermarket would indicate that if a customer buys onions and potatoes together, they are likely to also buy hamburger meat. Such information can be used as the basis for decisions about marketing activities such as, e.g., promotional pricing or product placements.  In addition to the above example from market basket analysis association rules are employed today in many application areas including Web usage mining, intrusion detection, continuous production, and bioinformatics. In contrast with sequence mining, association rule learning typically does not consider the order of items either within a transaction or across transactions.  https://en.wikipedia.org/wiki/Association_rule_learning",0,0,0,database+sequence+analysis,GitHub
30,Data-Therapist-Detect-and-Fix-,https://github.com/wezzat/Data-Therapist-Detect-and-Fix-.git,"Is a set of open source tools and programs that can run on any platform to detect the corruption in data online and fix most of it transparently while the system is up and running without compromising the system availability. DT (Data Therapist) has been used in different industries and proven its success across platform and with different datatypes such as: char, nchar, nvarchar2, varchar, long, raw, long raw, number, numeric, float, decimal, integer, double precision, etc. The main objective of Data Therapist platform is to provide Database Administrators, Data analysis and IT Managers best practice recommendations for configuring key parameters, database features, system features and operational practices to enable best corruption detection, prevention, and automatic repair, in a MAA (Maximum Availability Architecture) or Data Guard configuration. This platform also provides additional background information on each parameter and performance consideration. Data Therapist (Detect and Fix) platform can deal with all types data corruption across different database systems running on different Operating System by detecting the suspicious data blocks, determine if they are really corrupted, specify whether the corruption is logical or physical and fix the corruption online while the system is up and running. The theory behind Data Therapist is simple, however it is so powerful, it is based on data detection algorithm that expect the data within a data block by knowing the data in the previous and next block to the suspicious block, from the data chain/sequence as well as its checksum it can detect and expect the corrupted data and fix it online. ",0,0,0,database+sequence+analysis,GitHub
