,full_name,link,description,stars,forks,watchers,keywords,source
15,getme,https://github.com/gabrielgodoy-zz/getme.git,"CLI utility for everyday tasks. With getme you get weather, forecast, currency rate, upload files, IP address, word definitions, text translations, internet speed, do google searches, get inspirational quotes  and get Chuck Norris jokes",118,21,118,forecast+weather+forecast+cli+weather+text-translation+chuck-norris-jokes+nodejs+node+currency-rates+currency+internet-speed+inspirational-quotes+getme+npm+npm-package,GitHub
16,barometer,https://github.com/attack/barometer.git,A multi API consuming weather forecasting superstar. ,116,17,116,forecast+weather,GitHub
17,rpi-weather,https://github.com/caternuson/rpi-weather.git,Raspberry Pi based weather forecast display.,112,20,112,forecast+weather,GitHub
18,awips2,https://github.com/Unidata/awips2.git,"Weather forecasting display and analysis package developed by NWS/Raytheon, released as open source software by Unidata.",109,57,109,forecast+weather+meteorology+forecasting+hdf5+gempak+data-visualization+data-server+awips+java+spring+python+httpd-server+postgresql+hibernate+python-awips+cave+awips-data+edex+foss,GitHub
19,AndroidDevChallenge_Week4_JetWeatherfy,https://github.com/pauloaapereira/AndroidDevChallenge_Week4_JetWeatherfy.git,"This is a weather forecast application, using Fake data, developed according to the 4th Week of Android Dev Challenges with Jetpack Compose.",104,9,104,forecast+weather+android-dev-challenges+kotlin+kotlin-android+jetpack-compose+android-compose,GitHub
20,WRFV3,https://github.com/NCAR/WRFV3.git,This is the release repository for the Weather Research and Forecasting Model,102,45,102,forecast+weather,GitHub
21,climpred,https://github.com/pangeo-data/climpred.git,:earth_americas: Verification of weather and climate forecasts. :earth_africa:,97,21,97,forecast+weather+python+climate+climate-analysis+prediction+xarray+dask+pangeo,GitHub
22,Weather-SwiftUI,https://github.com/bobbyconti/Weather-SwiftUI.git,A weather app that uses the Dark Sky API built using SwiftUI! Get the current weather for a particular location and check out the 5-day forecast!,91,15,91,forecast+weather+swift+swiftui+weather+api+json+gradient+mvvm+stacks+bindableobject,GitHub
23,Home-Assistant-ESPHome-Weather-Station,https://github.com/bruxy70/Home-Assistant-ESPHome-Weather-Station.git,Nextion display with ESP8266 microcontroller (Wemos D1 mini) showing Home Assistant temperature sensors and weather forecast,90,20,90,forecast+weather,GitHub
24,AFWeather,https://github.com/AlvaroFranco/AFWeather.git,Getting the weather forecast never has been so easy,88,11,88,forecast+weather,GitHub
25,gis4wrf,https://github.com/GIS4WRF/gis4wrf.git,"QGIS toolkit 🧰 for pre- and post-processing 🔨, visualizing 🔍, and running simulations 💻 in the Weather Research and Forecasting (WRF) model 🌀",88,25,88,forecast+weather+qgis-plugin+wrf+wps+weather+nwp+atmospheric-science+atmospheric-modelling+gis+python+plotting+meteorology+netcdf+grib+scientific-computing+scientific-computations+academia+urban-planning+simulation+air-quality+forecasting-models,GitHub
26,outside-cli,https://github.com/timberio/outside-cli.git,A CLI app that gives you the weather forecast,86,23,86,forecast+weather,GitHub
27,forecastio-lib-java,https://github.com/dvdme/forecastio-lib-java.git,A Java library for the Forecast.io weather API.,77,48,77,forecast+weather,GitHub
28,polybar-forecast,https://github.com/kamek-pf/polybar-forecast.git,A weather forecast module for Polybar,74,11,74,forecast+weather+polybar+weather-forecast+rust,GitHub
29,react-weather,https://github.com/andrewgleave/react-weather.git,Example React weather app using forecast.io's API,72,7,72,forecast+weather,GitHub
30,rwunderground,https://github.com/ALShum/rwunderground.git,A simple R package to get historical and forecast weather data,71,14,71,forecast+weather+weather-data+weather+weather-underground+weather-history,GitHub
31,DarkSkyWeather,https://github.com/Bodmer/DarkSkyWeather.git,Arduino ESP32 and ESP8266 compatible library to read weather forecast from Dark Sky API,69,18,69,forecast+weather,GitHub
32,weather-react,https://github.com/iamsainikhil/weather-react.git,A robust weather application to provide current and 24 hour 7-day weather forecast for any city in the world built with ❤️ using React. Weather forecast data is powered by Dark Sky and city search data is powered by Algolia Places.,69,16,69,forecast+weather+react+weather+tailwindcss+scss+darksky-api+react-hooks+weather-forecast+javascript,GitHub
33,OpenWeather,https://github.com/Bodmer/OpenWeather.git,Arduino library to fetch weather forecasts from OpenWeatherMap,67,17,67,forecast+weather+openweathermap+esp32+esp8266+arduino+arduino-library,GitHub
34,homebridge-display,https://github.com/EricAndrechek/homebridge-display.git,"Homebridge-Display, a Homebridge plugin that allows you to control and view Spotify, see the weather forecast and current conditions, see news articles, control some Homebridge devices, and much, much more!",67,2,67,forecast+weather+homebridge+homebridge-display,GitHub
35,python-yr,https://github.com/wckd/python-yr.git,Get the forecast from the norwegian weather service yr.no in python,66,26,66,forecast+weather,GitHub
36,AndRoad,https://github.com/gkfabs/AndRoad.git,"AndRoad is a fork of the AndNav2 project. It is an opensource fully featured Turn-By-Turn Navigation Application. It supports Location-Lookup, POIs, Text-2-Speech Instructions, Traffic-Feeds, Contact-Search, 4-day Weather Forecast, Via-Points, Avoid-Areas, and many more... ",64,31,64,forecast+weather,GitHub
37,SRClimate,https://github.com/guowilling/SRClimate.git,Concise style weather forecasting.,63,20,63,forecast+weather+elegant+climate+weather+locate+forcasting,GitHub
38,goose-weather,https://github.com/andrewevans0102/goose-weather.git,Weather App that uses NOAA and Open Weather Map API to show forecast,63,33,63,forecast+weather,GitHub
39,eON-AQSENS_213_V2_ED3-EFEKTALAB,https://github.com/smartboxchannel/eON-AQSENS_213_V2_ED3-EFEKTALAB.git,"Wireless, battery-operated Mini air quality and weather station. Air quality, temperature, humidity, pressure, weather forecast. Designed on the RF52810, nRF52811, nRF52832, nRF52833, nRF52840 wireless radio modules. The temperature, humidity and pressure sensor BME280, temperature and pressure sensor BMP280, temperature and humidity sensor SHTC3, light sensor MAX44009, air quality sensor SGP40 is used The device is powered by CR2477 battery. Consumption when transmitting data is 8mA, in sleep mode is 325uA-35uA (see datasheet SGP40).",63,4,63,forecast+weather,GitHub
40,ultra-weather,https://github.com/Leftium/ultra-weather.git,"UltraWeather gives user-friendly, actionable weather forecasts. ",62,5,62,forecast+weather,GitHub
41,Deep_Learning_Weather_Forecasting,https://github.com/BruceBinBoxing/Deep_Learning_Weather_Forecasting.git,"Deep Learning for Weather Forecasting, accepted applied data science of KDD 2019",62,29,62,forecast+weather,GitHub
42,Weather-Forecast-Dashboard,https://github.com/vlaine/Weather-Forecast-Dashboard.git,Weather Forecast Dashboard,59,15,59,forecast+weather,GitHub
43,verif,https://github.com/WFRT/verif.git,Software for verifying weather forecasts,58,31,58,forecast+weather+weather+prediction+evaluation+verification+forecasting+statistics,GitHub
44,Weather-Forecast,https://github.com/PanagiotisDrakatos/Weather-Forecast.git,  Weather Forecast is a simple app that shows you a weather. It comes with your standard features like your daily and hourly forecast along with access to additional information,54,19,54,forecast+weather+weather-app+awesome+ui-design+gui+robust+forecast,GitHub
45,angular-openweather-app,https://github.com/atufkas/angular-openweather-app.git,A weather forecast app written in AngularJS,52,56,52,forecast+weather+openweathermap+angularjs+javascript+example-project+weather-data+angular1+angular-directives+openweathermap-api+weather-forecast+jasmine-tests+karma-tests+demo,GitHub
46,graphql-openweathermap-server,https://github.com/apaquino/graphql-openweathermap-server.git,GraphQL server to get weather forecasts from the http://www.openweathermap.org API and now youtube API v3 search.  With sample react app,51,7,51,forecast+weather,GitHub
47,React-Weather-App,https://github.com/bmorelli25/React-Weather-App.git,A React Web App that utilizes the OpenWeatherMap API to return current and 5 day forecasted weather for a given location.,49,59,49,forecast+weather,GitHub
48,weatherme,https://github.com/shapeshed/weatherme.git,A command line tool to show weather from forecast.io,47,9,47,forecast+weather,GitHub
49,weatherstack,https://github.com/apilayer/weatherstack.git,"Real-Time, Historical World Weather Data & Forecast API",45,5,45,forecast+weather,GitHub
50,pyWRF,https://github.com/scaine1/pyWRF.git,"pyWRF is designed to read, process, and plot data from the Weather Research and Forecasting model.",44,37,44,forecast+weather,GitHub
51,yr.no-forecast,https://github.com/evanshortiss/yr.no-forecast.git,Node.js module to get weather forecast data in JSON format from yr.no service.,44,15,44,forecast+weather+metno+yrno+weather-data+forecast+meteorologisk+json,GitHub
52,weather-color-light-smartapp-nodejs,https://github.com/SmartThingsCommunity/weather-color-light-smartapp-nodejs.git,This SmartApp sets the color of a light based on the weather forecast.,43,45,43,forecast+weather+smartthings-smartapp-example+aws-lambda,GitHub
53,react-open-weather,https://github.com/farahat80/react-open-weather.git,React open weather is a React Component loading forecast data from Various weather providers (currently only OpenWeather and WeatherBit),42,35,42,forecast+weather+react+weather-icons+widget+apixu-api,GitHub
54,localizator,https://github.com/HoussemTN/localizator.git,"Localizator is a flutter application that provides your current/given position,and gives you weather Forecasts",41,16,41,forecast+weather+flutter+location+weather+android+map+geolocator+dart+localizator+position,GitHub
55,Rforecastio,https://github.com/hrbrmstr/Rforecastio.git,:cloud: Simple R interface to forecast.io weather data,40,16,40,forecast+weather,GitHub
56,WeatherApp_MVI_sample,https://github.com/hoc081098/WeatherApp_MVI_sample.git,"🌸[Functional reactive programming (FRP)] 🍁Simple Android weather forecast application written in Kotlin, using RxKotlin, Retrofit2, Mosby, Room Persistence ❄️MVI Pattern with Mosby Library",40,7,40,forecast+weather+koltin+rxkoltin+weather+weather-app+weather-forecast+android+mosby+mvi-architecture+mvi-android+mosby3+room-persistence-library+retrofit2+weather-android+room-android+mvi+jetpack-workmanager+jetpack+koin+android-mvi-sample,GitHub
57,react-weather-standard,https://github.com/drminnaar/react-weather-standard.git,"A weather application that provides the current weather, daily forecast, and hourly forecast",39,21,39,forecast+weather+react+javascript+nodejs+webpack+bootstrap4+scss,GitHub
58,AIC_Weather_Forecasting,https://github.com/fengyang95/AIC_Weather_Forecasting.git,AI Challenger 2018 Weather Forecasting - 1st Place Solution,38,15,38,forecast+weather+ai-chanllenger-2018+weather-forecasting+time-series,GitHub
59,darksky-forecast-api,https://github.com/200Puls/darksky-forecast-api.git,darksky-forecast-api is a Java library to access the darksky.net weather API,34,20,34,forecast+weather+darksky+java-library+weather-api,GitHub
60,deep-weather,https://github.com/spcl/deep-weather.git,Deep Learning for Post-Processing Ensemble Weather Forecasts,34,3,34,forecast+weather,GitHub
61,Weather-ReactNative,https://github.com/XcqRomance/Weather-ReactNative.git,"a weather forecast app, build in react native ",33,9,33,forecast+weather,GitHub
62,cloudy-a,https://github.com/DJAkbar/cloudy-a.git,A simple script for light animations for two LED strips according to the weather forecast,33,10,33,forecast+weather,GitHub
63,tf-weather,https://github.com/wimagguc/tf-weather.git,"Weather forecasting with RNN, using TensorFlow",32,10,32,forecast+weather,GitHub
64,android-weather,https://github.com/TylerMcCraw/android-weather.git,"View a beautiful, material design-based 10 day weather forecast",32,13,32,forecast+weather+android+weather+openweathermap+java,GitHub
65,ember-weather,https://github.com/kiwiupover/ember-weather.git,"A weather Dashboard built with Ember.js, forecast.io api, & 500px api ",31,10,31,forecast+weather,GitHub
66,noaa,https://github.com/amwhalen/noaa.git,A PHP client library for NOAA's forecast and current weather services.,30,12,30,forecast+weather,GitHub
67,MJRoBot-Home-Weather-Station,https://github.com/Mjrovai/MJRoBot-Home-Weather-Station.git,"Home Weather Station, with outdoor information as temperature and climate conditions including the present day and a 3 days forecast. Also indoor information as temperature and air humidity.",30,16,30,forecast+weather,GitHub
68,android_weather,https://github.com/laramartin/android_weather.git,Get the current weather and forecast of your favourite cities ,29,6,29,forecast+weather,GitHub
69,weather-pwa,https://github.com/murillo94/weather-pwa.git,Find out the current weather forecast in any city around the world,29,11,29,forecast+weather,GitHub
70,vue-weather-widget,https://github.com/dipu-bd/vue-weather-widget.git,Weather forecast using darksky weather api in vuejs,28,11,28,forecast+weather,GitHub
71,weather-workflow,https://github.com/wensonsmith/weather-workflow.git,Weather forecast workflow using Baidu API,28,7,28,forecast+weather,GitHub
72,WxHere,https://github.com/aspitz/WxHere.git,WxHere is a zero effort weather application that gives the user the weather at their current location as well as a seven day forecast,27,13,27,forecast+weather,GitHub
73,org-weather,https://github.com/kautsig/org-weather.git,Weather forecast for the org-mode agenda.,26,7,26,forecast+weather,GitHub
74,Voice-Assistant-App,https://github.com/EnjiRouz/Voice-Assistant-App.git,"Python Voice Assistant project can: recognize and synthesize speech without Internet access; report the weather forecast anywhere in the world; make a search in the Google; make a video search in the YouTube; make a search for a definition in Wikipedia and read it; translate from the target language to the user's native language, and much more",26,11,26,forecast+weather+voice-assistant+speech-recognition+wikipedia+youtube+google+python3+python+openweathermap+windows-10+offline+offline-windows+linux+speech-synthesis+macos,GitHub
75,climapp,https://github.com/camposdev/climapp.git,Simple app weather forecast with AngularJS,25,5,25,forecast+weather,GitHub
76,meecast,https://github.com/Meecast/meecast.git,MeeCast - multiplatform highly customizable open source weather forecast client based on OMWeather code. Copyright (C) 2006-2020,25,14,25,forecast+weather,GitHub
77,weather_app_flutter,https://github.com/hasancse91/weather_app_flutter.git,This is a sample Flutter Weather Forecast App for Android and iOS. Without using any state management packages.,25,3,25,forecast+weather+flutter+dart+weather-app+android-app+ios-app+flutter-examples+flutter-apps,GitHub
78,react-forecast,https://github.com/cezary/react-forecast.git,Forecast.io powered weather component for React,24,15,24,forecast+weather,GitHub
79,jv-weather,https://github.com/JGhignatti/jv-weather.git,Angular app to get current and forecast weather by city,24,33,24,forecast+weather,GitHub
80,vue.pwa.weather.app,https://github.com/AshrafAlam/vue.pwa.weather.app.git,Simple Progressive Web Apps (PWA) showing hourly and daily weather forecast data.,24,15,24,forecast+weather+vuetify-material-dashboard+vuetify+dashboard+material+vue-cli+vuex+nodejs+weather-app,GitHub
81,Wunderground,https://github.com/katzwebservices/Wunderground.git,Get accurate and beautiful weather forecasts powered by Wunderground.com for your content or your sidebar.,24,12,24,forecast+weather,GitHub
82,stconvs2s,https://github.com/MLRG-CEFET-RJ/stconvs2s.git,"Code for the paper ""STConvS2S: Spatiotemporal Convolutional Sequence to Sequence Network for Weather Forecasting"" (Neurocomputing, Elsevier)",24,10,24,forecast+weather+spatiotemporal-data-analysis+sequence-to-sequence-models+weather-forecasting+3d-convolutional-network,GitHub
83,alexa-darksky,https://github.com/josephschmitt/alexa-darksky.git,Ask Alexa for the weather forecast using the Dark Sky API.,24,8,24,forecast+weather,GitHub
84,deepsphere-weather,https://github.com/deepsphere/deepsphere-weather.git,A spherical CNN for weather forecasting,24,0,24,forecast+weather+weather-forecasting+deep-learning+pytorch+graph-neural-networks+deepsphere,GitHub
85,discord-bot-castform,https://github.com/5310/discord-bot-castform.git,A Discord bot that forecasts weather for Pokémon GO,23,7,23,forecast+weather+discord-bot+kolkata+accuweather-api,GitHub
86,weathercast,https://github.com/Andrious/weathercast.git,Simple Flutter Weather Forecast App,22,8,22,forecast+weather,GitHub
87,weapp-weatherfine,https://github.com/brandonxiang/weapp-weatherfine.git,A weapp for weather forecast,21,4,21,forecast+weather,GitHub
88,gridpp,https://github.com/metno/gridpp.git,Software to post-process gridded weather forecasts,20,10,20,forecast+weather+weather+prediction+post-processing,GitHub
89,ffxiv-weather-bell,https://github.com/Asvel/ffxiv-weather-bell.git,Weather forecast for Final Fantasy XIV.,20,4,20,forecast+weather+final-fantasy-xiv+ffxiv,GitHub
90,pyweathercn,https://github.com/BennyThink/pyweathercn.git,A library for weather forecast!,20,2,20,forecast+weather,GitHub
91,WeatherWidget,https://github.com/sanderbaas/WeatherWidget.git,Add widget to home screen with 4 to 6 day weather forecast in your location,20,7,20,forecast+weather,GitHub
92,ororo,https://github.com/Raynes/ororo.git,A simple and concise Clojure library for working with the Wunderground weather forecasting API.,20,5,20,forecast+weather,GitHub
93,php-forecast,https://github.com/YR/php-forecast.git,PHP Weather forecast,19,6,19,forecast+weather,GitHub
94,eorzea-weather,https://github.com/eorzea-weather/eorzea-weather.git,Weather forecast for Eorzea.,19,4,19,forecast+weather+ffxiv+weather,GitHub
95,jc-weather,https://github.com/jason0x43/jc-weather.git,Alfred 2 Workflow for getting weather forecasts,19,4,19,forecast+weather,GitHub
96,tutorial_mapbox_part1,https://github.com/CommerceDataService/tutorial_mapbox_part1.git,Data Usability Project tutorial on getting started with NOAA's global weather forecasting data. Produced by Mapbox,19,9,19,forecast+weather,GitHub
97,Freyr,https://github.com/codyd51/Freyr.git,Get a quick look at your weather forecast,19,2,19,forecast+weather,GitHub
98,weather-app,https://github.com/ihaydinn/weather-app.git,"Android application that shows daily weather, 5 days 3 hours weather forecast according to your location and weather information of nearby cities.",19,3,19,forecast+weather+android+kotlin+retrofit+glide+simple-location+openweathermap+mvvm+databinding+livedata+okhttp+lifecycle+navigation+weatherapp+rxjava,GitHub
99,F32-for-Android,https://github.com/russo-programmisto/F32-for-Android.git,Android library for temperature conversions and weather forecasts. Includes wrapper for OpenWeatherMap API,18,5,18,forecast+weather+weather+weather-api+weather-forecast+openweatherapi+wrapper+openweathermap-android+openweathermap-api+temperature-converter+temperature,GitHub
100,Krishi-Seva,https://github.com/aksh98/Krishi-Seva.git,A Farmer friendly app and website to give crop recommendations according to soil samples collected by ICAR and the weather forecast.,18,23,18,forecast+weather+nodejs+html-css+javascript+android+farmers+crop+recommends-crops+icar,GitHub
101,FLOB-weather,https://github.com/lvxchild/FLOB-weather.git,F(or)L(ack)O(f a)B(etter) Weather is a small CLI app that let you ask for weather forecasts directly from you terminal using OpenWeather API. ,18,0,18,forecast+weather+cli+weather+openweather,GitHub
102,wrf,https://github.com/yyr/wrf.git,Release History of Weather Research and Forecast model (unofficial repo),17,13,17,forecast+weather,GitHub
103,weather_card,https://github.com/tuannguyendotme/weather_card.git,Display current weather information with map and weather forecast of current location.,17,9,17,forecast+weather+flutter+ios+android+weather-app+ios-app+android-app+weather+map+mapbox+openweathermap,GitHub
104,weather,https://github.com/veetaw/weather.git,Recreation of a weather forecast app design in Flutter.,17,3,17,forecast+weather+weather+weather-app+minimal+flutter+dart,GitHub
105,ESP32-E-Paper-Weather,https://github.com/cetrespeo/ESP32-E-Paper-Weather.git,ESP32 E-Paper Arduino Weather forecast,17,2,17,forecast+weather,GitHub
106,ForecastIOClient,https://github.com/pwillsey/ForecastIOClient.git,A Swift client for accessing the weather via forecast.io's API,17,3,17,forecast+weather,GitHub
107,bom_forecast,https://github.com/DavidFW1960/bom_forecast.git,BOM Australian Weather Forecast via FTP,16,17,16,forecast+weather+bom+weather-forecast+home-automation+home-assistant+homeassistant,GitHub
108,DeepWeather,https://github.com/prl900/DeepWeather.git,Convolutional Neural Networks for Weather Forecasting,16,8,16,forecast+weather,GitHub
109,forecast-cli,https://github.com/joergd/forecast-cli.git,A CLI app for getting the weather forecast using forecast.io's API.,16,6,16,forecast+weather,GitHub
110,KrigR,https://github.com/ErikKusch/KrigR.git,"An R Package for downloading, preprocessing, and statistical downscaling of the European Centre for Medium-range Weather Forecasts ReAnalysis 5 (ERA5) family provided by the European Centre for Medium‐Range Weather Forecasts (ECMWF).",16,4,16,forecast+weather,GitHub
111,pi-wrf,https://github.com/NCAR/pi-wrf.git,This repository hosts a GUI-based application of the Weather Research and Forecasting Model (WRF) on a Raspberry Pi (version 3 or higher).,16,9,16,forecast+weather,GitHub
112,yr_weather,https://github.com/sasa-solutions/yr_weather.git,Downloads and parses YR.no weather forecasts,16,0,16,forecast+weather,GitHub
113,weather-app,https://github.com/abdelp/weather-app.git,Weather App written in JavaScript to search for the forecast of cities using the API of openweather.org,16,0,16,forecast+weather+weather+api+javascript+firebase+html+css,GitHub
114,homebridge-smart-irrigation,https://github.com/MTry/homebridge-smart-irrigation.git,"Turn any electrical irrigation valve into a smart-valve.. or run your pumps on a smart schedule based on your climate! This homebridge plugin exposes a multi-zone irrigation sprinkler dummy control system to Apple's HomeKit. Although a dummy, it brings smarts of an evapotranspiration based climate and plant adaptive irrigation controller with the use of OpenWeatherMap API. The plugin can optionally email you, and/or send you push notifications through Pushover or Pushcut, with the watering schedule it has calculated, or when a watering run is completed, along with the next 7-day weather forecast. Added option to expose system controls to Homekit allowing a user to enable/disable irrigation, rechecks, push and email notifications from within the Home App. Associated WaterLevel Characteristic shows the % of watering cycle remaining.",16,0,16,forecast+weather+homebridge-plugin+smart-irrigation+adaptive-control+climate+sprinkler-controller+evapotranspiration+watering-controller+valve+weather+sprinkler+irrigation+watering+homebridge-smart-irrigation+homebridge+homekit+zones+solenoid-valves+openweathermap-api+pushcut+pushover,GitHub
115,WeatherUnderground-Weather-Display-on-an-ILI9341-TFT,https://github.com/G6EJD/WeatherUnderground-Weather-Display-on-an-ILI9341-TFT.git,Display WU weather forecast,15,5,15,forecast+weather,GitHub
116,ioBroker.daswetter,https://github.com/rg-engineering/ioBroker.daswetter.git,weather forecast data from DasWetter.com,15,4,15,forecast+weather+iobroker+smarthome+home-automation+weather,GitHub
117,angular-dark-sky,https://github.com/deanbot/angular-dark-sky.git,Angular.js provider for fetching current weather and forecast data using the Dark Sky API.,15,10,15,forecast+weather,GitHub
118,BMKG,https://github.com/kamshory/BMKG.git,Library to get weather forecast and earthquake data history from BMKG,15,9,15,forecast+weather+earthquake-api+weather-forecast+weather-api+weather-data+weather-indonesia+indonesia+bmkg+bmkg-api+bmkg-json,GitHub
119,CozmoWeather,https://github.com/dwilches/CozmoWeather.git,I taught my Cozmo robot to read out loud the weather forecast,15,7,15,forecast+weather,GitHub
120,Ionic-2-Weather,https://github.com/doorty/Ionic-2-Weather.git,Learn Ionic 2 with step-by-step lectures where we create a real-time Weather App and 7-day forecast.  http://ionic2tutorial.com/,15,20,15,forecast+weather,GitHub
121,Weather-Forecast-Cloud,https://github.com/keebie81/Weather-Forecast-Cloud.git,Weather Forecast Cloud using a Raspberry Pi Zero and some Neopixels,15,4,15,forecast+weather,GitHub
122,weather-calendar-feed,https://github.com/allanlaal/weather-calendar-feed.git,"Display yr.no weather (supports the entire Earth) forecasts with highly customizable Event titles in your Google Calendar, Android phone, iPhone, Outlook or other iCalendar app",15,6,15,forecast+weather+google-calendar+weather-feed+calendar-url+weather-forecast+weather-calendar-feed+rain+temperature+ics+icalendar+calendar,GitHub
123,solar-weather,https://github.com/Thomas0c/solar-weather.git,"React Native Weather App w. Realm, Redux, ReasonReact & Forecast.io",14,5,14,forecast+weather+react+reactnative+redux+weather+realm+cocoapods+forecast+reasonml+reasonreact,GitHub
124,ForeCal,https://github.com/SeaPea/ForeCal.git,Pebble Watchface with Weather Forecast and Calendar,14,2,14,forecast+weather,GitHub
125,SimpleWeatherForecast,https://github.com/tvbarthel/SimpleWeatherForecast.git,A simple application that gives you the weather forecast for 14 days according to your location.,14,6,14,forecast+weather,GitHub
126,TTKWeather,https://github.com/Greedysky/TTKWeather.git,"TTKWeather forecast program, you can query the future weather conditions, based on Qt for windows and linux.",14,10,14,forecast+weather+qt+cplusplus+weather,GitHub
127,damn-weather,https://github.com/mrowa44/damn-weather.git,Weather forecast command line utility,14,0,14,forecast+weather,GitHub
128,ForecastView,https://github.com/raulriera/ForecastView.git,Extensible View subclass that displays the weather forecast of a given CLLocationCoordinate2D. Written in Swift ❤️,14,2,14,forecast+weather,GitHub
129,SBSPS-Challenge-3925-Predicting-the-Energy-Output-of-wind-turbine-based-on-the-weather-conditions-,https://github.com/SmartPracticeschool/SBSPS-Challenge-3925-Predicting-the-Energy-Output-of-wind-turbine-based-on-the-weather-conditions-.git,Predict Energy Output of a wind turbine at any geo-coordinate for a time-series of next 72 hours using ML and live weather forecast details. Developed an Android App in Flutter framework and Flask backend to integrated with the model.,14,9,14,forecast+weather+py+flask+flutter+api-rest+climacell-api+jupyter-notebook+heroku,GitHub
130,WeatherApi,https://github.com/visualcrossing/WeatherApi.git,Sample code and tutorials for the Visual Crossing Weather API. Retrieve historical weather and weather forecast data.,13,25,13,forecast+weather+weather-api+weather-history+weather-forecast+weather-data,GitHub
131,forecast,https://github.com/2ion/forecast.git,Query weather forecasts from forecast.io / darksky.net,13,2,13,forecast+weather+cli+weather+plot,GitHub
132,darkskyx,https://github.com/techgaun/darkskyx.git,A Darksky.net (formerly forecast.io) weather API client for Elixir,13,4,13,forecast+weather+darksky+forecast+elixir+weather,GitHub
133,forecast-plus,https://github.com/alexis-jaksone/forecast-plus.git,Provides local and long range weather forecast right in your browser toolbar,13,3,13,forecast+weather,GitHub
134,compose-weather-forecast,https://github.com/programadorthi/compose-weather-forecast.git,Weather forecast built with Jetpack Compose,13,2,13,forecast+weather+android+jetpack-compose+android-studio+ui+animation+flutter+ux+dribble+jetpack-android+jetpack,GitHub
135,ESP32_Weather_Forecaster_TN061,https://github.com/G6EJD/ESP32_Weather_Forecaster_TN061.git,"A weather forecaster based on the Zambretti algorithm using a 2.9"" e-paper display",13,1,13,forecast+weather,GitHub
136,WeatherBulb,https://github.com/SamWilliams/WeatherBulb.git,PHP scripts for displaying the weather forecast on a Philips Hue Bulb.,13,0,13,forecast+weather,GitHub
137,weather-app,https://github.com/meronokbay/weather-app.git,A weather app that uses the OpenWeatherMap API to allow users to search for and view the forecast in any city in the world.,13,0,13,forecast+weather,GitHub
138,skill-weather,https://github.com/MycroftAI/skill-weather.git,"Mycroft AI official Weather Skill, providing weather conditions and forecasts. ",12,46,12,forecast+weather+weather+mycroft+mycroftai+mycroft-skill+openweathermap+openweathermap-api+weather-forecast+weather-conditions+hacktoberfest,GitHub
