,full_name,link,description,stars,forks,watchers,keywords,source
36,Ecommerce-Retronight-Android,https://github.com/ZonCon/Ecommerce-Retronight-Android.git,"Native Android Application for Ecommerce (online shopping). Features - Product Catalogue Builder, Product Categories & Product Items, Secure Shopping Cart, Payment Gateway, Comprehensive pricing, availability & taxation, Shipping Locations, Customer Accounts, Exhaustive Discounting & Couponing options, Email-based invoicing, Order Management & Tracking, Push notifications",57,54,57,shipping,GitHub
37,purplship,https://github.com/purplship/purplship.git,The Open Source Multi-carrier Shipping SDK,54,12,54,shipping+python+shipping-api+dhl+fedex+canada-post+ups+multiple-carriers+shipping-software+purolator+carriers+carrier-apis+usps,GitHub
38,Autoshipping,https://github.com/integer-net/Autoshipping.git,"Provide shipping costs in Magento Cart, plus the ability to change the country there",53,19,53,shipping+magento-extension+magento+php,GitHub
39,woocommerce-shipping-calculator-in-product,https://github.com/valdeirs2/woocommerce-shipping-calculator-in-product.git,Show shipping calculator on product page of your store.,52,23,52,shipping,GitHub
40,ClassicUPS,https://github.com/poundifdef/ClassicUPS.git,Wrapper around the UPS API for creating shipping labels and fetching a package's tracking status.,52,36,52,shipping,GitHub
41,MiniUDP,https://github.com/ashoulson/MiniUDP.git,A Simple UDP Layer for Shipping and Receiving Byte Arrays,49,7,49,shipping,GitHub
42,shippo-csharp-client,https://github.com/goshippo/shippo-csharp-client.git,"Shipping API C# library (USPS, FedEx, UPS and more)",48,45,48,shipping+c-sharp+shipping-api+dotnet+usps+dhl+fedex+ups+carriers+shipping-label,GitHub
43,superfolder-covid-mrna-vaccines,https://github.com/DasLab/superfolder-covid-mrna-vaccines.git,"SuperFolder COVID mRNA vaccines, stabilized for in vitro storage and shipping",48,8,48,shipping,GitHub
44,flask-docker,https://github.com/chhantyal/flask-docker.git,"Fastest way to ship Python web apps, anywhere. Be shipping 🚀 (using Docker, Flask, Gunicorn, Whitenoise)",47,9,47,shipping,GitHub
45,postnl-magento2,https://github.com/tig-nl/postnl-magento2.git,This is the official Magento 2 extension for the logistics company PostNL. Add shipping options and parcelshops to your checkout. Create labels with track and trace functionality from the backend. https://tig.nl/postnl-magento-extensies/,46,53,46,shipping+official-postnl-extension+magento-2+shipping-service+tig+total-internet-group+magento-extensions+delivery-options+postoffice-pick-up-locations+onestepcheckout-compatibility,GitHub
46,public-speaking,https://github.com/nrrrdcore/public-speaking.git,"Repository dedicated to the planning, coordinating, and shipping of our first Women In Public Speaking Workshop",45,18,45,shipping,GitHub
47,Commerce,https://github.com/GrafiteInc/Commerce.git,"An E-Commerce package for Laravel with Grafite CMS. Take control of your content and how you sell it! Products, subscriptions, shipping, downloading and more!",45,12,45,shipping+laravel+e-commerce+stripe,GitHub
48,shipping,https://github.com/cardmagic/shipping.git,"An easy to use shipping API for Ruby. Shipping is used to calculate shipping costs, track orders and other shipping based processes through major shipping companies such as, UPS and Fedex, etc.",44,20,44,shipping,GitHub
49,python-ship,https://github.com/benweatherman/python-ship.git,"A Python interface to common shipping APIs (UPS, USPS, FedEx)",44,23,44,shipping,GitHub
50,dotnet-templates,https://github.com/jet/dotnet-templates.git,"Example app and service templates `dotnet new -i Equinox.Templates; dotnet new eqx shipping/testbed/web/webcs, pro Sync/Projector/Reactor pro Consumer/summaryConsumer/trackingConsumer` https://github.com/jet/equinox https://github.com/jet/FsCodec",44,12,44,shipping+equinox+event-sourcing+kafka+eventstore+cosmosdb+changefeed+dotnet-templates+propulsion,GitHub
51,woocommerce-table-rate-shipping,https://github.com/wp-premium/woocommerce-table-rate-shipping.git,"WooCommerce Table Rate Shipping, Git-ified. Synced manual! This repository is just a mirror of the WooCommerce Table Rate Shipping plugin. Please do not send pull requests and issues.",43,21,43,shipping,GitHub
52,laravel-addresses,https://github.com/rtconner/laravel-addresses.git,Billing / Shipping address storage. Links addresses to a given user_id.,43,10,43,shipping,GitHub
53,redislog,https://github.com/2ndquadrant-it/redislog.git,redislog: shipping PostgreSQL logs to Redis,42,9,42,shipping,GitHub
54,shippo-java-client,https://github.com/goshippo/shippo-java-client.git,"Shipping API Java library (USPS, FedEx, UPS and more)",40,32,40,shipping+java+shipping-api+ups+usps+fedex+dhl+shipments+carriers+shipping-label,GitHub
55,m2.ShippingTweaks,https://github.com/karliuka/m2.ShippingTweaks.git,Magento2. Extension hides any other shipping methods if free shipping is available.,38,13,38,shipping+magento2+magento2-extension+shipping,GitHub
56,woocommerce-indo-shipping,https://github.com/hrsetyono/woocommerce-indo-shipping.git,"WooCommerce Shipping (Ongkos Kirim) plugin for JNE, TIKI, J&T, RPX, and Kantor Pos. Requires RajaOngkir Pro License.",38,27,38,shipping,GitHub
57,easypost-csharp,https://github.com/EasyPost/easypost-csharp.git,"EasyPost Shipping API Client Library for .NET 3.5, 4.0 and 4.5",37,68,37,shipping+client,GitHub
58,purplship-server,https://github.com/purplship/purplship-server.git,The Open Source Multi-carrier Shipping API,37,6,37,shipping+shipping-api+shipping-rates+shipping-label+multi-carrier+shipping-software+fedex-api+dhl-api+purolator-api+open-source+usps-api+ups-api,GitHub
59,minimal-cart,https://github.com/brez/minimal-cart.git,"MinimalCart is a minimal shopping cart implementation plugin for Ruby on Rails that includes a basic shopping cart, product management, shipping / tax management and payment processing via ActiveMerchant.",37,11,37,shipping,GitHub
60,ddd_elixir_demo_stage1,https://github.com/pcmarks/ddd_elixir_demo_stage1.git,Stage 1 of an Elixir/Phoenix/Elm implementation of the Domain Driven Design shipping example. ,36,2,36,shipping+elixir+phoenix+elixir-language+elm-language,GitHub
61,magegain-novaposhta,https://github.com/bxn5/magegain-novaposhta.git,Magento 2 novaposhta shipping,34,19,34,shipping,GitHub
62,magento2-freeshipping-progress-bar,https://github.com/christophermallory/magento2-freeshipping-progress-bar.git,Add a free shipping eligibility progress bar to your Magento 2 websites cart to promote increased order value.,34,8,34,shipping+magento2+magento2-extension-free+magento2-module-free+magento2-module+ecommerce+shopping-cart,GitHub
63,easypost-java,https://github.com/EasyPost/easypost-java.git,EasyPost Shipping API Client Library for Java,32,31,32,shipping,GitHub
64,spree-active-shipping,https://github.com/railsdog/spree-active-shipping.git,Spree extension for providing shipping methods that wrap the active_shipping plugin.,32,10,32,shipping,GitHub
65,DCSA-OpenAPI,https://github.com/dcsaorg/DCSA-OpenAPI.git,DCSA - Digital Container Shipping Association,31,7,31,shipping,GitHub
66,Ak_NovaPoshta,https://github.com/alexkuk/Ak_NovaPoshta.git,Magento module for Ukrainian shipping carrier Nova Poshta,30,19,30,shipping,GitHub
67,dhl-module-shipping-m2,https://github.com/netresearch/dhl-module-shipping-m2.git,This extension is in legacy status since 04/2020 and will run out of maintenance and support after a short transition period. You can find the official replacement extension here https://github.com/netresearch/dhl-shipping-m2. It includes the latest and greatest possible range of functions that DHL is currently offering.,30,19,30,shipping,GitHub
68,GhostKat,https://github.com/GhostKatIII/GhostKat.git,GhostKat iz (WebTorrent + Ethereum) Shipping,29,4,29,shipping,GitHub
69,Zabbix-template-for-Microsoft-SQL-Server,https://github.com/MantasTumenas/Zabbix-template-for-Microsoft-SQL-Server.git,"Zabbix templates for Microsoft SQL Server.  Features  MS SQL performance counters. MS SQL instance Low Level Discovery. MS SQL database Low Level Discovery. MS SQL agent job Low Level Discovery. MS SQL database mirroring monitoring. MS SQL Always On monitoring. MS SQL Log Shipping monitoring. Supported versions  Tested on Microsoft SQL Server 2012, 2014 and 2016. It may work with earlier versions, but some items (with missing performance counters) may be unsupported. For the extensive overview on the performance counters difference between MS SQL 2008 and MS SQL 2012 you can read here (https://blog.dbi-services.com/sql-server-2012-new-perfmon-counters/).  Tested on Zabbix 3.4.0. It may work with earlier versions, but some items (for example service.info[service,]) may be unsupported. The template was started on Zabbix 2.4.0 but after each new Zabbix version, objects were modified or new things were added.",29,18,29,shipping,GitHub
70,software_process_framework,https://github.com/achempion/software_process_framework.git,"the process of developing, testing and shipping software",28,1,28,shipping,GitHub
71,aws-iot-global-device-provisioning,https://github.com/aws-samples/aws-iot-global-device-provisioning.git,Customers are building globally distributed IoT solutions with AWS IoT. A device that should connect to AWS IoT must be provisioned in the related AWS region. However when devices are shipped globally at the time of shipping it is not known to what AWS IoT region the device will be connected when it starts operation. With the sample implementation we do show customers how they can build a solution to provision IoT devices globally.,28,8,28,shipping,GitHub
72,PyUPS,https://github.com/openlabs/PyUPS.git,UPS Shipping API in Python,26,22,26,shipping,GitHub
73,N98_CheckoutFilters,https://github.com/netz98/N98_CheckoutFilters.git,Adds filters to some steps during checkout. You can filter payment and shipping methods by customer groups. Or you can filter payment methods by customer's age.,26,13,26,shipping,GitHub
74,magento-shipping-rules,https://github.com/meanbee/magento-shipping-rules.git,Magento 1 extension that uses that power of promotion rules system to create flat rate shipping methods based on conditions,25,13,25,shipping+magento-extension+magento-1,GitHub
75,shipping,https://github.com/microservices-demo/shipping.git,Shipping service for microservices-demo application,24,548,24,shipping,GitHub
76,WooCommerce-Advanced-Free-Shipping,https://github.com/JeroenSormani/WooCommerce-Advanced-Free-Shipping.git,WooCommerce Advacend Free Shipping - WordPress plugin,24,10,24,shipping,GitHub
77,SyliusShippingExportPlugin,https://github.com/BitBagCommerce/SyliusShippingExportPlugin.git,Shipping export management architecture for Sylius based apps.,23,14,23,shipping+sylius+sylius-plugin+shipments+ecommerce+bitbag+shipping-providers+courier,GitHub
78,WooCommerce-Shipping-Distance-Matrix,https://github.com/sofyansitorus/WooCommerce-Shipping-Distance-Matrix.git,WooCommerce shipping rates calculator based on products shipping class and distances that calculated using Google Maps Distance Matrix API.,23,8,23,shipping+woocommerce+woocommerce-extension+shipping-module+woocommerce-shipping,GitHub
79,container_detection,https://github.com/LaurentBerder/container_detection.git,Computer vision Object Detection Program to detect and count specific objects (shipping containers) from images and/or videos,23,14,23,shipping+deep-learning+chainercv+python+r+shiny+video+detection+label-images+computer-vision+shipping-containers+object-detection+bounding-boxes+image-processing+image-recognition,GitHub
80,COP,https://github.com/cop-cos/COP.git,Cosco shipping lines Open api Platform,22,17,22,shipping+openapi+shipping,GitHub
81,off-course,https://github.com/datasciencecampus/off-course.git,Analysing port and shipping operations using big data,22,8,22,shipping+dsc-projects,GitHub
82,sendhereplz,https://github.com/sdelquin/sendhereplz.git,Quick identification of Amazon products with shipping restrictions,22,1,22,shipping+amazon+chrome-extension+firefox-addon+edge-addon,GitHub
83,woocommerce-shipping-estimate,https://github.com/skyverge/woocommerce-shipping-estimate.git,Adds shipping time / delivery estimates for any shipping method to WooCommerce cart and checkout pages,21,9,21,shipping,GitHub
84,django-oscar-shipping,https://github.com/okfish/django-oscar-shipping.git,API-based shipping app for the Oscar Ecommerce project. ,21,11,21,shipping,GitHub
85,spree-correios-shipping-calculator,https://github.com/ortiz/spree-correios-shipping-calculator.git,Shipping method calculator using correios ws,21,5,21,shipping,GitHub
86,magento2-module-checkoutadditionalfield,https://github.com/sohelrana09/magento2-module-checkoutadditionalfield.git,Add custom field to Shipping Address form in Magento 2 Onepage Checkout,21,14,21,shipping,GitHub
87,woo-address-book,https://github.com/hallme/woo-address-book.git,Gives your customers the option to store multiple shipping addresses and retrieve them on checkout.,21,12,21,shipping+hacktoberfest+woocommerce+woocommerce-plugin,GitHub
88,SDCM,https://github.com/microsoft/SDCM.git,Surface Dev Center Manager tool to automate WHQL/Attestation submissions and Shipping Label creation for Microsoft Hardware Dev Center,21,10,21,shipping,GitHub
89,IMO-Vessel-Codes,https://github.com/warrantgroup/IMO-Vessel-Codes.git,List of cargo carrying IMO vessels and associated codes used in the transmission of electronic shipping messages,21,7,21,shipping,GitHub
90,EcommerceAndroidApp,https://github.com/VJ65/EcommerceAndroidApp.git,"This whole project has only one concept, that is to provide the wide range of products to their customers. You can select any type of product you want to buy. Also, you can schedule your shipping details. You have to provide the proper shipping details. Here, when you run the project you can see the welcome screen of this project.",21,18,21,shipping,GitHub
91,customshippingrate-magento,https://github.com/bippo/customshippingrate-magento.git,Admin Custom Shipping Rate - Shipping Module for Magento,20,13,20,shipping,GitHub
92,whq-woocommerce-chilexpress-shipping,https://github.com/whooohq/whq-woocommerce-chilexpress-shipping.git,Chilexpress Shipping method for WooCommerce / Agrega Chilexpress como método de envío para WooCommerce,20,11,20,shipping+wordpress+woocommerce+wordpress-plugin+chile+chilexpress+shipping,GitHub
93,journaldtail,https://github.com/hikhvar/journaldtail.git,PoC for shipping systemd logs to grafana loki,20,3,20,shipping,GitHub
94,myongkir,https://github.com/eezhal92/myongkir.git,WooCommerce Shipping Method Add-on. Shipping solution for Indonesian - Wordpress based e-commerce.,19,19,19,shipping,GitHub
95,argo,https://github.com/dsposito/argo.git,Argo Shipping Utility,19,11,19,shipping+argo+shipping+tracking-number+usps+ups+fedex+dhl+endicia+php,GitHub
96,modified-checkout,https://github.com/sohelrana09/modified-checkout.git,Move billing address under shipping address in checkout in magento 2,19,21,19,shipping,GitHub
97,MicroLib-Example,https://github.com/module-federation/MicroLib-Example.git,"Example of an Order and Customer service streaming to / running in the same MicroLib host server process. Shows integration with, and orchestration of, an Address, Payment, Inventory, Shipping, Event (Kafka, WebSockets), and Persistance service (MongoDB) via MicroLib federated ports.",19,3,19,shipping+clean-architecture+microservices+module-federation+orchestration+federated-application+federated-microservices,GitHub
98,royalmail,https://github.com/meanbee/royalmail.git,A Magento shipping extension to add Royal Mail shipping methods.,18,10,18,shipping+magento-extension+magento-1+royal-mail-shipping,GitHub
99,CommerceEasyPost,https://github.com/pixelandtonic/CommerceEasyPost.git,Easy Post shipping plugin for Craft Commerce,18,2,18,shipping+craftcms+craft-plugin+craft2+craft-commerce+easypost+commerce+e-commerce+ecommerce,GitHub
100,shipping-forecast,https://github.com/tnm/shipping-forecast.git,Programmatically get the BBC's Shipping Forecast,18,2,18,shipping,GitHub
101,CenterNet-pytorch-lightning,https://github.com/tteepe/CenterNet-pytorch-lightning.git,"Refactored implementation of CenterNet (Objects as Points - Zhou, Xingyi et. al.) shipping with PyTorch Lightning modules",18,0,18,shipping+centernet+object-detection+pose-estimation,GitHub
102,shoppingcart,https://github.com/dharmeshpatel/shoppingcart.git,"It is a open source cart developed using Python language to manage cart in e-commerce applications. It includes Product option support, Multi discount support, Multi tax support(specific to product as well as general taxes), Multi currency support, tax exclude and Include total, shipping method and charge.",18,5,18,shipping,GitHub
103,omniship,https://github.com/Digi-Cazter/omniship.git,Shipping API for common shipping couriers,17,16,17,shipping,GitHub
104,ISO-Container-Codes,https://github.com/datasets/ISO-Container-Codes.git,"Coded list of ISO 6346 shipping containers, used in international trade and electronic shipping messages.",17,15,17,shipping,GitHub
105,royalmail-php,https://github.com/turtledesign/royalmail-php.git,PHP SDK for the UK Royal Mail Shipping API,17,9,17,shipping,GitHub
106,ship-bpf-with-go,https://github.com/lmb/ship-bpf-with-go.git,An Example of shipping BPF code with your Go project,17,7,17,shipping,GitHub
107,Shipment,https://github.com/pullingshots/Shipment.git,"perl interface into various shipping web service API's - FedEx, UPS, Purolator, Temando",17,17,17,shipping,GitHub
108,anti-piracy-android-app,https://github.com/ngageoint/anti-piracy-android-app.git,Anti-Shipping Activity Messages (ASAM) App for Android displays location and descriptive information about hostile acts against ships and mariners. The app caches warning data and works without a Wi-Fi or cellular connection.  ,17,8,17,shipping,GitHub
109,erpnext-shipping,https://github.com/frappe/erpnext-shipping.git,A Shipping Integration for ERPNext,16,16,16,shipping,GitHub
110,easy-shipping-rules,https://github.com/matheusgontijo/easy-shipping-rules.git,Flexibility in Magento eCommerce Shipping through Admin area.,16,15,16,shipping,GitHub
111,shopror,https://github.com/songgz/shopror.git,a shipping cart for e-commerce,16,4,16,shipping,GitHub
112,haskell-tz,https://github.com/nilcons/haskell-tz.git,Haskell package shipping the standard time zone database & library to use with it,16,8,16,shipping,GitHub
113,magento-estimateddelivery,https://github.com/meanbee/magento-estimateddelivery.git,Magento 1 Extension to provide delivery date estimates for each shipping method.,16,8,16,shipping+magento-extension+magento-1,GitHub
114,SyliusShippingBundle,https://github.com/Sylius/SyliusShippingBundle.git,"[READ-ONLY] Shipments, shipping methods and categories management for Symfony2.",15,16,15,shipping,GitHub
115,magento-chinese-edition,https://github.com/cosmocommerce/magento-chinese-edition.git,"Magento Integrated with Payment Gateways,Shipping Carriers,Language Package and Shopping Experience in Chinese way",15,10,15,shipping,GitHub
116,anti-piracy-iOS-app,https://github.com/ngageoint/anti-piracy-iOS-app.git,Anti-Shipping Activity Messages (ASAM) App for iOS displays location and descriptive information about hostile acts against ships and mariners. The app caches warning data and works without a Wi-Fi or cellular connection.  ,15,12,15,shipping,GitHub
117,containerport,https://github.com/amitp/containerport.git,A Flash minigame simulating container shipping ports. Status: developed some useful libraries but this game is on hold while I work on gamedev tutorials.,15,3,15,shipping,GitHub
118,aws-lambda-layer-sharp,https://github.com/woss/aws-lambda-layer-sharp.git,"AWS Lambda Layer custom routine that gives you access to Sharp image library  without installing, building and shipping the module with your functions. Just include it and use it.",15,5,15,shipping+nodejs+sharp+layer+lambda+aws+serverless-framework,GitHub
119,oshop,https://github.com/timothyjacque/oshop.git,"Online organic eCommerce website using Angular and Bootstrap. Includes sliding carousel, font awesome, bootstrap tabs, dark overlay of images, angular material cards, angular material tables, sorting tables, filtering items, adding items to shopping cart, real-time updates across pages, order management, product management, forms for adding new products, auth guards for admins and users, order summaries, shipping information collection, and more.",15,11,15,shipping+angular+bootstrap+ecommerce+firebase+datatables+typescript+angularmaterial+services+authguard+authentication+cards+carousel+productmanagement+ordermanagement,GitHub
120,spree_simple_weight_calculator,https://github.com/freego/spree_simple_weight_calculator.git,A Spree shipping costs calculator based on total order weight.,14,24,14,shipping,GitHub
121,estonian-shipping-methods-for-woocommerce,https://github.com/KonektOU/estonian-shipping-methods-for-woocommerce.git,Extends WooCommerce with most commonly used Estonian shipping methods.,14,9,14,shipping+shipping-methods+estonia+woocommerce+omniva+smartpost+dpd+collect-net,GitHub
122,WebgriffeSyliusTableRateShippingPlugin,https://github.com/webgriffe/WebgriffeSyliusTableRateShippingPlugin.git,Sylius plugin which allows to define shipping rates using weight/rate tables.,14,6,14,shipping+sylius+shipping-rates,GitHub
123,tfjs-runway,https://github.com/infinitered/tfjs-runway.git,Packages tfjs models for shipping with websites,14,0,14,shipping,GitHub
124,poc-shipping-booking-service,https://github.com/Haybu/poc-shipping-booking-service.git,CQRS: Shipping booking service,13,8,13,shipping,GitHub
125,ShipNote,https://github.com/drewdhunter/ShipNote.git,Provides shipping note / instructions for Magento orders,13,9,13,shipping,GitHub
126,logzio-rsyslog,https://github.com/logzio/logzio-rsyslog.git,Shipping logs to logz.io,13,6,13,shipping+integration,GitHub
127,woo-weight-shipping,https://github.com/acanza/woo-weight-shipping.git,Woo Weight Shipping is a WooCommerce add-on which allow you set up shipping rate depend on the weight of purchase and customer post code.,13,5,13,shipping,GitHub
128,sos-landing,https://github.com/phil-ociraptor/sos-landing.git,Landing page for Summer of Shipping. (May evolve into much more than a landing page),13,9,13,shipping,GitHub
129,Spranks_StorePickup,https://github.com/sprankhub/Spranks_StorePickup.git,"This extension provides a new, simple shipping method ""Store Pickup"".",13,3,13,shipping+magento+magento-extension,GitHub
130,chainline-contracts-kt,https://github.com/notatestuser/chainline-contracts-kt.git,Peer-to-peer shipping dApp smart contract,13,2,13,shipping+blockchain+kotlin+smart-contract+chainline+neo-blockchain+dapp,GitHub
131,ShippingRates,https://github.com/alexeybusygin/ShippingRates.git,".NET wrapper to UPS, FedEx, USPS and DHL shipping rates APIs",13,5,13,shipping+dotnet+dotnet-standard+shipping+shipping-rates+fedex+ups+usps+dhl-ecommerce+dhl,GitHub
132,UPS-Shipping-Rate-Class-Using-PHP,https://github.com/jonathanwkelly/UPS-Shipping-Rate-Class-Using-PHP.git,Very basic class to drop into a project when you need to use the UPS API to return shipping rates.,13,8,13,shipping,GitHub
133,KitpagesShopBundle,https://github.com/kitpages/KitpagesShopBundle.git,"Symfony2 bundle used for an online shop : cart, order, invoice, shipping, discount,... (alpha state)",13,3,13,shipping,GitHub
